,bike_station_index,distance,restaurants,parks
49,67,377,1,0
0,68,102,1,0
1,68,131,1,0
2,68,197,1,0
3,68,252,1,0
4,68,279,1,0
5,68,414,1,0
6,68,333,1,0
7,68,252,1,0
8,68,339,1,0
9,68,431,1,0
10,68,470,1,0
11,68,154,1,0
12,68,107,1,0
13,68,485,1,0
14,68,186,1,0
15,68,254,1,0
16,68,285,1,0
17,68,364,1,0
18,68,297,1,0
19,68,130,1,0
20,68,159,1,0
21,68,395,1,0
22,68,460,1,0
23,68,314,1,0
24,68,369,1,0
25,68,160,1,0
26,68,271,1,0
27,68,382,1,0
28,68,26,1,0
29,68,284,1,0
30,68,64,1,0
31,68,122,1,0
32,68,436,1,0
33,68,175,1,0
34,68,183,1,0
35,68,194,1,0
36,68,252,1,0
37,68,261,1,0
38,68,287,1,0
39,68,294,1,0
40,68,318,1,0
41,68,320,1,0
42,68,321,1,0
43,68,357,1,0
44,68,360,1,0
45,68,374,1,0
46,68,418,1,0
47,68,437,1,0
48,68,441,1,0
49,68,476,1,0
0,69,132,1,0
1,69,281,1,0
2,69,168,1,0
3,69,292,1,0
4,69,393,1,0
5,69,127,1,0
6,69,404,0,1
7,69,427,1,0
8,69,484,1,0
9,69,314,1,0
10,69,379,1,0
11,69,298,1,0
12,69,481,1,0
13,69,250,1,0
14,69,153,1,0
15,69,240,1,0
16,69,156,1,0
17,69,157,1,0
18,69,158,1,0
19,69,168,1,0
20,69,480,1,0
21,69,208,1,0
22,69,212,1,0
23,69,214,1,0
24,69,195,1,0
25,69,218,1,0
26,69,493,1,0
27,69,309,1,0
28,69,358,1,0
29,69,362,1,0
30,69,364,1,0
31,69,378,0,1
32,69,225,1,0
33,69,472,1,0
34,69,427,1,0
35,69,455,1,0
36,69,463,1,0
37,69,475,1,0
38,69,483,0,1
39,69,490,1,0
40,69,489,1,0
41,69,499,1,0
42,69,99,1,0
43,69,104,1,0
44,69,244,1,0
45,69,286,1,0
46,69,376,1,0
47,69,381,1,0
48,69,415,1,0
49,69,443,1,0
0,70,423,1,0
1,70,454,1,0
2,70,481,1,0
3,70,229,1,0
4,70,484,1,0
5,70,26,0,1
6,70,443,1,0
7,70,194,1,0
8,70,245,0,1
9,70,249,1,0
10,70,325,1,0
11,70,402,1,0
12,70,418,1,0
13,70,448,1,0
14,70,449,1,0
15,70,452,1,0
16,70,469,0,1
17,70,477,1,0
18,70,496,1,0
19,70,458,1,0
0,71,55,1,0
1,71,170,1,0
2,71,170,1,0
3,71,338,1,0
4,71,464,1,0
5,71,499,1,0
6,71,458,1,0
7,71,390,1,0
8,71,441,1,0
9,71,480,1,0
10,71,375,1,0
11,71,380,1,0
12,71,471,0,1
13,71,475,1,0
14,71,400,1,0
15,71,351,1,0
16,71,448,1,0
17,71,461,1,0
18,71,485,1,0
19,71,421,1,0
20,71,443,1,0
21,71,199,1,0
22,71,205,1,0
23,71,224,1,0
24,71,273,1,0
25,71,307,1,0
26,71,464,0,1
27,71,449,1,0
28,71,443,1,0
29,71,448,1,0
30,71,456,1,0
31,71,458,1,0
32,71,461,1,0
33,71,475,1,0
34,71,488,1,0
35,71,489,1,0
36,71,494,1,0
37,71,496,1,0
38,71,463,1,0
0,72,131,1,0
1,72,127,1,0
2,72,133,1,0
3,72,159,1,0
4,72,197,1,0
5,72,262,1,0
6,72,355,1,0
7,72,136,1,0
8,72,224,1,0
9,72,189,1,0
10,72,345,1,0
11,72,264,1,0
12,72,390,1,0
13,72,435,1,0
14,72,483,0,1
15,72,406,1,0
16,72,283,1,0
17,72,152,1,0
18,72,431,1,0
19,72,231,1,0
20,72,320,1,0
21,72,504,1,0
22,72,151,1,0
23,72,368,1,0
24,72,419,1,0
25,72,191,1,0
26,72,409,1,0
27,72,151,1,0
28,72,348,1,0
29,72,357,1,0
30,72,265,1,0
31,72,455,1,0
32,72,450,1,0
33,72,337,1,0
34,72,126,1,0
35,72,234,1,0
36,72,262,1,0
37,72,66,1,0
38,72,431,1,0
39,72,469,1,0
40,72,109,1,0
41,72,115,1,0
42,72,369,1,0
43,72,181,1,0
44,72,200,1,0
45,72,201,1,0
46,72,219,1,0
47,72,231,1,0
48,72,237,1,0
49,72,262,1,0
0,73,294,1,0
1,73,347,1,0
2,73,385,1,0
3,73,367,1,0
4,73,384,1,0
5,73,318,1,0
6,73,263,1,0
7,73,423,1,0
8,73,451,0,1
9,73,323,1,0
10,73,307,1,0
11,73,428,1,0
12,73,489,1,0
13,73,477,1,0
14,73,275,1,0
15,73,396,1,0
16,73,285,1,0
17,73,403,1,0
18,73,338,1,0
19,73,377,1,0
20,73,245,1,0
21,73,505,1,0
22,73,345,1,0
23,73,340,1,0
24,73,340,1,0
25,73,489,1,0
26,73,458,1,0
27,73,246,1,0
28,73,264,1,0
29,73,281,1,0
30,73,289,1,0
31,73,306,1,0
32,73,308,1,0
33,73,324,1,0
34,73,327,1,0
35,73,337,1,0
36,73,361,1,0
37,73,372,1,0
38,73,385,1,0
39,73,387,1,0
40,73,394,1,0
41,73,399,1,0
42,73,399,1,0
43,73,414,1,0
44,73,418,1,0
45,73,440,0,1
46,73,451,0,1
47,73,486,1,0
48,73,486,1,0
49,73,488,1,0
0,74,289,1,0
1,74,288,1,0
2,74,257,1,0
3,74,231,0,1
4,74,287,1,0
5,74,469,1,0
6,74,397,1,0
7,74,433,1,0
8,74,343,1,0
9,74,283,1,0
10,74,393,1,0
11,74,396,1,0
12,74,304,1,0
13,74,375,1,0
14,74,290,1,0
15,74,465,1,0
16,74,314,1,0
17,74,2983,1,0
18,74,276,1,0
19,74,303,1,0
20,74,392,1,0
21,74,248,1,0
22,74,250,1,0
23,74,253,1,0
24,74,280,1,0
25,74,285,1,0
26,74,288,1,0
27,74,292,1,0
28,74,296,1,0
29,74,299,1,0
30,74,303,1,0
31,74,325,1,0
32,74,393,1,0
33,74,408,0,1
34,74,427,1,0
35,74,430,1,0
36,74,450,0,1
37,74,284,1,0
38,74,295,1,0
39,74,476,1,0
0,75,78,1,0
1,75,31,1,0
2,75,116,1,0
3,75,99,1,0
4,75,110,1,0
5,75,289,1,0
6,75,376,0,1
7,75,399,0,1
8,75,443,1,0
0,76,157,1,0
1,76,150,1,0
2,76,382,1,0
3,76,490,1,0
4,76,452,1,0
5,76,467,1,0
6,76,428,1,0
7,76,490,1,0
8,76,429,1,0
9,76,493,1,0
10,76,256,1,0
11,76,453,1,0
12,76,471,1,0
13,76,499,1,0
14,76,364,1,0
15,76,322,1,0
16,76,444,1,0
17,76,476,1,0
18,76,303,1,0
19,76,521,1,0
20,76,480,1,0
21,76,407,1,0
22,76,488,1,0
23,76,433,1,0
24,76,341,1,0
25,76,533,1,0
26,76,181,1,0
27,76,191,0,1
28,76,192,1,0
29,76,303,0,1
30,76,257,1,0
31,76,259,1,0
32,76,263,1,0
33,76,465,1,0
34,76,345,1,0
35,76,376,1,0
36,76,398,1,0
37,76,434,0,1
38,76,451,0,1
39,76,458,1,0
40,76,458,1,0
41,76,461,1,0
42,76,475,1,0
43,76,491,1,0
44,76,524,1,0
45,76,158,1,0
46,76,286,1,0
47,76,445,1,0
48,76,473,1,0
0,77,446,1,0
1,77,74,1,0
2,77,125,0,1
3,77,290,1,0
4,77,392,1,0
5,77,446,0,1
0,78,425,1,0
1,78,108,1,0
2,78,454,1,0
3,78,92,1,0
4,78,383,1,0
5,78,467,1,0
6,78,47,1,0
7,78,47,1,0
8,78,72,1,0
9,78,74,1,0
10,78,78,1,0
11,78,82,1,0
12,78,89,1,0
13,78,91,1,0
14,78,99,1,0
15,78,107,1,0
16,78,107,1,0
17,78,112,1,0
18,78,113,1,0
19,78,114,1,0
20,78,134,1,0
21,78,139,1,0
22,78,148,1,0
23,78,398,1,0
24,78,152,1,0
25,78,160,1,0
26,78,371,1,0
27,78,179,1,0
28,78,183,1,0
29,78,213,1,0
30,78,153,1,0
31,78,340,1,0
32,78,432,1,0
33,78,361,1,0
34,78,361,1,0
35,78,368,1,0
36,78,376,1,0
37,78,377,1,0
38,78,427,1,0
39,78,401,1,0
40,78,406,1,0
41,78,407,1,0
42,78,407,1,0
43,78,409,1,0
44,78,410,1,0
45,78,412,1,0
46,78,415,1,0
47,78,415,1,0
48,78,415,1,0
49,78,403,1,0
0,79,401,1,0
1,79,272,1,0
2,79,267,1,0
3,79,238,1,0
4,79,149,0,1
5,79,279,1,0
6,79,263,1,0
7,79,266,1,0
8,79,269,1,0
9,79,409,1,0
10,79,460,1,0
11,79,337,1,0
0,80,49,1,0
1,80,182,1,0
2,80,200,1,0
3,80,300,1,0
4,80,351,1,0
5,80,410,1,0
6,80,124,1,0
7,80,366,1,0
8,80,293,1,0
9,80,387,1,0
10,80,345,1,0
11,80,472,0,1
12,80,331,1,0
13,80,457,1,0
14,80,228,1,0
15,80,494,1,0
16,80,336,1,0
17,80,434,1,0
18,80,423,1,0
19,80,406,1,0
20,80,332,1,0
21,80,332,1,0
22,80,25,0,1
23,80,418,1,0
24,80,414,1,0
25,80,475,1,0
26,80,70,1,0
27,80,118,1,0
28,80,134,0,1
29,80,473,1,0
30,80,317,1,0
31,80,319,1,0
32,80,323,1,0
33,80,325,1,0
34,80,329,1,0
35,80,432,1,0
36,80,352,1,0
37,80,335,1,0
38,80,358,1,0
39,80,359,1,0
40,80,359,1,0
41,80,359,1,0
42,80,390,1,0
43,80,404,0,1
44,80,408,1,0
45,80,412,1,0
46,80,430,0,1
47,80,442,0,1
48,80,326,1,0
49,80,337,1,0
0,81,87,1,0
1,81,441,1,0
2,81,170,1,0
3,81,158,1,0
4,81,163,1,0
5,81,485,1,0
6,81,322,1,0
7,81,256,1,0
8,81,259,1,0
9,81,288,1,0
10,81,347,1,0
11,81,406,1,0
12,81,245,1,0
13,81,479,0,1
14,81,490,1,0
15,81,494,1,0
16,81,495,1,0
17,81,497,1,0
18,81,498,1,0
19,81,498,1,0
20,81,498,1,0
21,81,241,1,0
0,82,97,1,0
1,82,335,1,0
2,82,307,1,0
3,82,478,1,0
4,82,335,1,0
5,82,317,1,0
6,82,338,1,0
7,82,442,1,0
8,82,293,1,0
9,82,301,1,0
10,82,108,1,0
11,82,118,1,0
12,82,118,1,0
13,82,194,1,0
14,82,213,1,0
15,82,215,1,0
16,82,216,1,0
17,82,222,1,0
18,82,233,0,1
19,82,252,1,0
20,82,252,1,0
21,82,258,1,0
22,82,263,1,0
23,82,264,1,0
24,82,302,1,0
25,82,315,1,0
26,82,358,1,0
27,82,419,1,0
28,82,451,1,0
29,82,495,1,0
30,82,226,1,0
31,82,422,1,0
0,83,153,1,0
1,83,197,1,0
2,83,166,1,0
3,83,200,1,0
4,83,280,1,0
5,83,310,1,0
6,83,280,1,0
7,83,244,1,0
8,83,206,1,0
9,83,187,1,0
10,83,185,1,0
11,83,415,1,0
12,83,249,1,0
13,83,433,1,0
14,83,404,1,0
15,83,262,0,1
16,83,499,1,0
17,83,338,1,0
18,83,482,1,0
19,83,418,1,0
20,83,438,1,0
21,83,467,1,0
22,83,274,1,0
23,83,213,1,0
24,83,283,1,0
25,83,285,1,0
26,83,486,1,0
27,83,455,1,0
28,83,287,1,0
29,83,487,1,0
30,83,456,1,0
31,83,270,1,0
32,83,45,0,1
33,83,380,1,0
34,83,129,1,0
35,83,151,1,0
36,83,162,1,0
37,83,165,1,0
38,83,231,1,0
39,83,264,1,0
40,83,285,1,0
41,83,332,1,0
42,83,333,1,0
43,83,360,1,0
44,83,375,1,0
45,83,384,1,0
46,83,469,1,0
47,83,470,1,0
48,83,470,1,0
49,83,471,1,0
0,84,398,1,0
1,84,326,1,0
2,84,336,1,0
3,84,345,1,0
4,84,358,1,0
5,84,398,1,0
6,84,383,1,0
7,84,391,1,0
8,84,457,1,0
9,84,382,1,0
10,84,312,1,0
11,84,339,1,0
12,84,355,1,0
13,84,355,1,0
14,84,360,0,1
15,84,361,1,0
16,84,371,1,0
17,84,390,1,0
18,84,393,1,0
19,84,414,1,0
20,84,447,1,0
21,84,448,0,1
22,84,393,1,0
23,84,271,0,1
24,84,396,1,0
0,85,116,1,0
1,85,134,1,0
2,85,332,1,0
3,85,84,1,0
4,85,334,1,0
5,85,387,0,1
6,85,402,1,0
7,85,347,1,0
8,85,140,1,0
9,85,435,1,0
10,85,495,1,0
11,85,473,1,0
12,85,476,1,0
13,85,81,1,0
14,85,385,1,0
15,85,474,1,0
16,85,418,1,0
17,85,498,1,0
18,85,489,1,0
19,85,239,1,0
20,85,406,1,0
21,85,461,1,0
22,85,437,1,0
23,85,316,1,0
24,85,401,1,0
25,85,432,1,0
26,85,397,1,0
27,85,338,1,0
28,85,473,1,0
29,85,339,1,0
30,85,390,1,0
31,85,211,1,0
32,85,415,1,0
33,85,97,1,0
34,85,408,1,0
35,85,266,1,0
36,85,321,1,0
37,85,356,1,0
38,85,368,1,0
39,85,381,1,0
40,85,388,1,0
41,85,391,1,0
42,85,415,1,0
43,85,460,1,0
44,85,475,1,0
45,85,477,1,0
46,85,483,1,0
47,85,494,1,0
48,85,497,0,1
49,85,201,1,0
0,86,70,1,0
1,86,179,1,0
2,86,246,1,0
3,86,41,1,0
4,86,149,1,0
5,86,312,1,0
6,86,276,1,0
7,86,312,1,0
8,86,356,1,0
9,86,309,1,0
10,86,341,1,0
11,86,79,1,0
12,86,326,1,0
13,86,328,1,0
14,86,410,1,0
15,86,166,1,0
16,86,403,1,0
17,86,80,1,0
18,86,499,1,0
19,86,491,1,0
20,86,310,1,0
21,86,23,1,0
22,86,338,1,0
23,86,468,1,0
24,86,252,1,0
25,86,242,1,0
26,86,498,1,0
27,86,447,1,0
28,86,467,1,0
29,86,463,1,0
30,86,124,1,0
31,86,492,1,0
32,86,307,1,0
33,86,220,1,0
34,86,330,1,0
35,86,339,1,0
36,86,217,1,0
37,86,163,1,0
38,86,143,1,0
39,86,354,1,0
40,86,370,1,0
41,86,439,1,0
42,86,91,1,0
43,86,160,1,0
44,86,146,1,0
45,86,174,1,0
46,86,306,1,0
47,86,293,1,0
48,86,323,1,0
49,86,340,1,0
0,87,214,1,0
1,87,467,1,0
2,87,210,1,0
3,87,418,1,0
4,87,437,0,1
5,87,367,1,0
6,87,209,1,0
7,87,243,1,0
8,87,198,1,0
9,87,281,1,0
10,87,311,1,0
11,87,246,1,0
12,87,259,1,0
13,87,262,1,0
14,87,305,1,0
15,87,319,1,0
16,87,323,1,0
17,87,323,1,0
18,87,341,1,0
19,87,388,1,0
20,87,406,1,0
21,87,417,1,0
22,87,425,1,0
23,87,435,1,0
24,87,436,1,0
25,87,467,1,0
26,87,471,1,0
27,87,481,1,0
28,87,493,1,0
29,87,496,1,0
30,87,431,1,0
31,87,452,1,0
32,87,495,1,0
0,88,177,1,0
1,88,328,1,0
2,88,119,1,0
3,88,306,1,0
4,88,402,1,0
5,88,222,0,1
6,88,428,1,0
7,88,387,1,0
8,88,268,1,0
9,88,416,1,0
10,88,313,1,0
11,88,138,1,0
12,88,426,1,0
13,88,397,1,0
14,88,205,1,0
15,88,361,1,0
16,88,239,1,0
17,88,246,1,0
18,88,267,1,0
19,88,268,1,0
20,88,271,1,0
21,88,292,1,0
22,88,324,1,0
23,88,355,1,0
24,88,371,1,0
25,88,374,1,0
26,88,378,1,0
27,88,452,1,0
28,88,457,1,0
29,88,460,1,0
30,88,470,1,0
31,88,493,1,0
32,88,497,1,0
33,88,381,1,0
34,88,414,1,0
35,88,487,1,0
0,89,264,1,0
1,89,409,1,0
2,89,467,1,0
3,89,487,1,0
4,89,275,1,0
5,89,462,1,0
6,89,478,1,0
7,89,492,1,0
8,89,411,1,0
9,89,467,1,0
10,89,326,1,0
11,89,485,1,0
12,89,253,1,0
13,89,255,1,0
14,89,316,1,0
15,89,319,1,0
16,89,319,1,0
17,89,323,1,0
18,89,324,1,0
19,89,329,1,0
20,89,335,1,0
21,89,353,1,0
22,89,355,1,0
23,89,375,1,0
24,89,380,1,0
25,89,389,1,0
26,89,421,1,0
27,89,422,1,0
28,89,423,1,0
29,89,438,1,0
30,89,449,1,0
31,89,450,1,0
32,89,450,1,0
33,89,471,1,0
34,89,476,1,0
35,89,428,1,0
36,89,486,1,0
37,89,495,1,0
38,89,496,1,0
39,89,499,1,0
40,89,325,1,0
41,89,332,1,0
42,89,442,1,0
43,89,475,1,0
44,89,492,1,0
0,90,22,1,0
1,90,61,1,0
2,90,92,1,0
3,90,141,1,0
4,90,162,1,0
5,90,162,1,0
6,90,374,0,1
7,90,133,1,0
8,90,133,1,0
9,90,144,1,0
10,90,389,0,1
11,90,407,1,0
0,91,111,1,0
1,91,132,1,0
2,91,272,1,0
3,91,157,1,0
4,91,424,1,0
5,91,101,1,0
6,91,345,1,0
7,91,120,1,0
8,91,247,1,0
9,91,263,1,0
10,91,275,1,0
11,91,433,1,0
12,91,437,1,0
13,91,477,1,0
14,91,252,1,0
15,91,398,1,0
16,91,104,1,0
17,91,437,1,0
18,91,113,1,0
19,91,120,1,0
20,91,437,1,0
21,91,204,1,0
22,91,204,1,0
23,91,205,1,0
24,91,209,1,0
25,91,221,1,0
26,91,223,1,0
27,91,227,1,0
28,91,259,1,0
29,91,221,1,0
30,91,436,1,0
31,91,437,1,0
32,91,437,1,0
33,91,217,1,0
0,92,209,1,0
1,92,215,1,0
2,92,273,1,0
3,92,485,0,1
4,92,470,1,0
5,92,480,1,0
6,92,363,1,0
7,92,429,1,0
8,92,125,1,0
9,92,401,1,0
10,92,473,1,0
11,92,494,0,1
12,92,421,1,0
13,92,423,1,0
14,92,438,1,0
15,92,418,1,0
16,92,484,1,0
17,92,422,1,0
18,92,420,1,0
19,92,480,1,0
20,92,482,1,0
21,92,412,1,0
22,92,488,1,0
23,92,401,1,0
24,92,319,1,0
25,92,239,1,0
26,92,494,1,0
27,92,392,1,0
28,92,267,1,0
29,92,413,1,0
30,92,188,0,1
31,92,241,1,0
32,92,250,1,0
33,92,257,1,0
34,92,280,1,0
35,92,297,1,0
36,92,300,1,0
37,92,434,1,0
38,92,496,1,0
39,92,393,1,0
40,92,396,1,0
41,92,400,0,1
42,92,407,1,0
43,92,410,1,0
44,92,420,1,0
45,92,429,1,0
46,92,430,1,0
47,92,446,1,0
48,92,455,1,0
49,92,455,1,0
0,93,105,0,1
1,93,291,1,0
2,93,335,1,0
3,93,217,1,0
4,93,313,1,0
5,93,361,1,0
6,93,417,1,0
7,93,489,1,0
8,93,475,1,0
9,93,428,1,0
10,93,453,1,0
11,93,427,1,0
12,93,482,1,0
13,93,190,1,0
14,93,391,1,0
15,93,398,1,0
16,93,483,1,0
17,93,490,1,0
18,93,486,1,0
19,93,441,1,0
20,93,482,1,0
21,93,402,1,0
22,93,232,1,0
23,93,417,1,0
24,93,398,1,0
25,93,175,1,0
26,93,412,1,0
27,93,102,1,0
28,93,408,1,0
29,93,173,1,0
30,93,272,1,0
31,93,281,1,0
32,93,294,1,0
33,93,301,1,0
34,93,305,1,0
35,93,354,1,0
36,93,355,1,0
37,93,377,1,0
38,93,377,1,0
39,93,382,1,0
40,93,400,1,0
41,93,404,1,0
42,93,425,1,0
43,93,483,1,0
44,93,274,1,0
45,93,281,1,0
46,93,347,1,0
47,93,387,1,0
48,93,436,1,0
49,93,495,1,0
0,94,330,1,0
1,94,360,1,0
2,94,412,1,0
3,94,331,1,0
4,94,492,1,0
5,94,398,1,0
6,94,477,1,0
7,94,446,1,0
8,94,345,1,0
9,94,468,1,0
10,94,414,1,0
11,94,438,1,0
12,94,310,1,0
13,94,287,1,0
14,94,387,1,0
15,94,328,1,0
16,94,204,1,0
17,94,92,1,0
18,94,352,1,0
19,94,122,1,0
20,94,458,1,0
21,94,315,1,0
22,94,143,1,0
23,94,303,1,0
24,94,203,1,0
25,94,205,1,0
26,94,209,1,0
27,94,209,1,0
28,94,209,1,0
29,94,210,1,0
30,94,210,1,0
31,94,225,1,0
32,94,242,1,0
33,94,262,1,0
34,94,277,1,0
35,94,287,1,0
36,94,289,1,0
37,94,303,1,0
38,94,304,1,0
39,94,306,1,0
40,94,309,1,0
41,94,344,1,0
42,94,344,1,0
43,94,344,1,0
44,94,351,1,0
45,94,357,1,0
46,94,358,1,0
47,94,362,1,0
48,94,366,1,0
49,94,367,1,0
0,95,26,1,0
1,95,79,1,0
2,95,512,1,0
3,95,432,1,0
4,95,326,1,0
5,95,498,1,0
6,95,499,1,0
7,95,494,1,0
8,95,496,1,0
9,95,30,1,0
10,95,498,1,0
11,95,498,1,0
12,95,199,1,0
13,95,321,0,1
14,95,387,0,1
15,95,442,1,0
16,95,494,1,0
17,95,494,1,0
18,95,499,1,0
19,95,499,1,0
20,95,486,1,0
21,95,489,1,0
0,96,342,1,0
1,96,356,1,0
2,96,466,1,0
3,96,445,1,0
4,96,395,1,0
5,96,328,1,0
6,96,377,1,0
7,96,412,0,1
8,96,453,1,0
9,96,151,1,0
10,96,412,1,0
11,96,412,1,0
12,96,418,1,0
13,96,388,1,0
14,96,376,1,0
15,96,457,1,0
16,96,183,1,0
17,96,488,1,0
18,96,268,1,0
19,96,491,1,0
20,96,348,1,0
21,96,376,1,0
22,96,401,1,0
23,96,434,1,0
24,96,443,1,0
25,96,452,1,0
26,96,455,1,0
27,96,458,1,0
28,96,484,1,0
29,96,486,1,0
30,96,488,1,0
31,96,371,1,0
32,96,419,1,0
33,96,431,1,0
34,96,437,1,0
35,96,438,1,0
36,96,439,1,0
37,96,486,1,0
0,97,119,1,0
1,97,66,1,0
2,97,246,1,0
3,97,320,1,0
4,97,90,1,0
5,97,303,1,0
6,97,213,0,1
7,97,308,1,0
8,97,105,1,0
9,97,371,1,0
10,97,152,1,0
11,97,489,1,0
12,97,330,1,0
13,97,410,1,0
14,97,454,1,0
15,97,75,1,0
16,97,434,1,0
17,97,426,1,0
18,97,331,1,0
19,97,196,1,0
20,97,104,1,0
21,97,84,1,0
22,97,92,1,0
23,97,94,1,0
24,97,108,1,0
25,97,113,1,0
26,97,125,1,0
27,97,433,1,0
28,97,170,1,0
29,97,180,1,0
30,97,240,1,0
31,97,241,1,0
32,97,260,0,1
33,97,300,1,0
34,97,335,0,1
35,97,351,1,0
36,97,410,1,0
37,97,457,1,0
38,97,309,1,0
39,97,447,1,0
40,97,437,1,0
0,98,139,1,0
1,98,467,1,0
2,98,481,1,0
3,98,509,1,0
4,98,102,1,0
5,98,474,1,0
6,98,294,1,0
7,98,475,1,0
8,98,494,1,0
9,98,360,1,0
10,98,229,1,0
11,98,366,1,0
12,98,20,1,0
13,98,24,1,0
14,98,44,1,0
15,98,471,1,0
16,98,97,1,0
17,98,158,1,0
18,98,338,1,0
19,98,331,1,0
20,98,211,1,0
21,98,221,1,0
22,98,223,1,0
23,98,227,1,0
24,98,227,1,0
25,98,235,1,0
26,98,237,1,0
27,98,251,1,0
28,98,269,1,0
29,98,364,0,1
30,98,366,1,0
31,98,366,1,0
32,98,367,1,0
33,98,370,1,0
34,98,386,0,1
35,98,413,1,0
36,98,458,1,0
37,98,490,1,0
38,98,473,1,0
39,98,478,1,0
40,98,487,1,0
41,98,487,1,0
42,98,487,1,0
43,98,490,1,0
44,98,491,1,0
45,98,494,1,0
46,98,499,1,0
0,99,125,1,0
1,99,199,1,0
2,99,194,1,0
3,99,238,1,0
4,99,152,1,0
5,99,268,1,0
6,99,204,1,0
7,99,120,1,0
8,99,238,1,0
9,99,145,1,0
10,99,255,1,0
11,99,235,1,0
12,99,236,1,0
13,99,422,1,0
14,99,424,1,0
15,99,369,1,0
16,99,169,1,0
17,99,199,1,0
18,99,271,1,0
19,99,427,1,0
20,99,362,1,0
21,99,484,1,0
22,99,337,1,0
23,99,406,1,0
24,99,300,1,0
25,99,239,1,0
26,99,331,1,0
27,99,420,1,0
28,99,298,1,0
29,99,374,1,0
30,99,429,1,0
31,99,375,1,0
32,99,475,1,0
33,99,302,1,0
34,99,427,1,0
35,99,388,1,0
36,99,444,1,0
37,99,201,1,0
38,99,341,1,0
39,99,169,1,0
40,99,302,1,0
41,99,475,1,0
42,99,372,1,0
43,99,463,1,0
44,99,350,1,0
45,99,363,1,0
46,99,157,1,0
47,99,286,1,0
48,99,312,1,0
49,99,215,1,0
0,100,284,1,0
1,100,286,1,0
2,100,241,0,1
3,100,93,1,0
4,100,78,1,0
5,100,256,1,0
6,100,390,1,0
7,100,230,1,0
8,100,62,1,0
9,100,113,1,0
10,100,125,1,0
11,100,147,1,0
12,100,399,1,0
13,100,362,1,0
14,100,468,1,0
15,100,341,1,0
16,100,106,1,0
17,100,275,1,0
18,100,334,1,0
19,100,441,1,0
20,100,115,1,0
21,100,451,1,0
22,100,75,1,0
23,100,370,1,0
24,100,388,1,0
25,100,416,1,0
26,100,27,1,0
27,100,334,1,0
28,100,283,1,0
29,100,372,1,0
30,100,211,1,0
31,100,33,1,0
32,100,47,1,0
33,100,47,1,0
34,100,58,1,0
35,100,80,1,0
36,100,80,1,0
37,100,112,1,0
38,100,147,1,0
39,100,155,1,0
40,100,171,1,0
41,100,212,1,0
42,100,213,1,0
43,100,215,1,0
44,100,223,1,0
45,100,245,1,0
46,100,303,1,0
47,100,312,1,0
48,100,315,1,0
49,100,326,1,0
0,101,11,1,0
1,101,88,1,0
2,101,263,1,0
3,101,257,1,0
4,101,313,1,0
5,101,208,0,1
6,101,408,1,0
7,101,271,1,0
8,101,393,1,0
9,101,377,1,0
10,101,394,1,0
11,101,277,1,0
12,101,393,1,0
13,101,314,1,0
14,101,433,1,0
15,101,496,1,0
16,101,369,1,0
17,101,435,1,0
18,101,293,1,0
19,101,396,1,0
20,101,443,1,0
21,101,476,1,0
22,101,474,1,0
23,101,319,1,0
24,101,474,1,0
25,101,357,1,0
26,101,343,1,0
27,101,357,1,0
28,101,75,1,0
29,101,86,1,0
30,101,98,1,0
31,101,458,1,0
32,101,470,1,0
33,101,236,1,0
34,101,250,1,0
35,101,264,1,0
36,101,270,1,0
37,101,290,1,0
38,101,293,1,0
39,101,323,1,0
40,101,323,1,0
41,101,238,1,0
42,101,352,1,0
43,101,390,1,0
44,101,393,1,0
45,101,417,1,0
46,101,427,1,0
47,101,430,1,0
48,101,437,1,0
49,101,474,1,0
0,102,214,1,0
1,102,314,1,0
2,102,201,1,0
3,102,141,1,0
4,102,281,1,0
5,102,267,1,0
6,102,251,1,0
7,102,232,1,0
8,102,489,1,0
9,102,493,1,0
10,102,257,1,0
11,102,395,1,0
12,102,493,1,0
13,102,328,1,0
14,102,198,1,0
15,102,382,1,0
16,102,419,1,0
17,102,335,1,0
18,102,485,1,0
19,102,435,1,0
20,102,403,1,0
21,102,298,1,0
22,102,477,1,0
23,102,458,1,0
24,102,440,1,0
25,102,385,0,1
26,102,340,1,0
27,102,332,1,0
28,102,592,0,1
29,102,283,1,0
30,102,215,1,0
31,102,483,1,0
32,102,403,1,0
33,102,482,1,0
34,102,7,1,0
35,102,393,1,0
36,102,391,1,0
37,102,391,1,0
38,102,464,1,0
39,102,377,1,0
40,102,327,1,0
41,102,165,1,0
42,102,486,1,0
43,102,382,1,0
44,102,71,1,0
45,102,400,1,0
46,102,179,1,0
47,102,181,1,0
48,102,246,1,0
49,102,219,1,0
0,103,78,1,0
1,103,75,1,0
2,103,255,1,0
3,103,188,1,0
4,103,340,1,0
5,103,302,1,0
6,103,344,1,0
7,103,259,1,0
8,103,126,1,0
9,103,219,1,0
10,103,289,1,0
11,103,260,1,0
12,103,397,1,0
13,103,389,1,0
14,103,192,1,0
15,103,291,1,0
16,103,319,1,0
17,103,188,1,0
18,103,444,1,0
19,103,375,1,0
20,103,177,1,0
21,103,252,1,0
22,103,367,1,0
23,103,429,1,0
24,103,466,1,0
25,103,284,1,0
26,103,315,1,0
27,103,374,1,0
28,103,375,1,0
29,103,356,1,0
30,103,364,1,0
31,103,399,1,0
32,103,50,1,0
33,103,477,1,0
34,103,329,1,0
