,bike_station_index,distance,restaurants,parks
2,33,93,1,0
3,33,280,1,0
4,33,301,1,0
5,33,321,1,0
6,33,296,1,0
7,33,438,1,0
8,33,438,1,0
9,33,425,1,0
10,33,455,1,0
11,33,507,1,0
12,33,449,1,0
13,33,146,1,0
14,33,477,1,0
15,33,382,1,0
16,33,440,1,0
17,33,236,1,0
18,33,483,1,0
19,33,316,1,0
20,33,227,1,0
21,33,329,1,0
22,33,252,1,0
23,33,142,1,0
24,33,254,1,0
25,33,242,1,0
26,33,119,1,0
27,33,403,1,0
28,33,417,1,0
29,33,398,1,0
30,33,347,1,0
31,33,458,1,0
32,33,456,1,0
33,33,48,1,0
34,33,332,1,0
35,33,99,1,0
36,33,102,1,0
37,33,490,1,0
38,33,237,1,0
39,33,141,1,0
40,33,142,1,0
41,33,146,1,0
42,33,154,1,0
43,33,214,1,0
44,33,220,1,0
45,33,453,1,0
46,33,357,1,0
47,33,260,1,0
48,33,292,1,0
49,33,300,1,0
0,34,345,1,0
1,34,402,1,0
2,34,378,1,0
3,34,454,1,0
4,34,453,1,0
5,34,350,1,0
6,34,511,1,0
7,34,490,1,0
8,34,221,1,0
9,34,333,1,0
10,34,460,1,0
11,34,315,0,1
12,34,441,1,0
13,34,413,1,0
14,34,494,1,0
15,34,324,1,0
16,34,395,1,0
17,34,352,1,0
18,34,3405,1,0
19,34,347,1,0
20,34,385,1,0
21,34,426,1,0
22,34,224,1,0
23,34,237,0,1
24,34,240,1,0
25,34,331,1,0
26,34,333,1,0
27,34,334,1,0
28,34,335,1,0
29,34,344,1,0
30,34,354,1,0
31,34,366,1,0
32,34,368,1,0
33,34,369,1,0
34,34,391,1,0
35,34,397,1,0
36,34,399,1,0
37,34,455,1,0
38,34,339,1,0
39,34,495,1,0
0,35,288,1,0
1,35,319,1,0
2,35,313,1,0
3,35,150,1,0
4,35,314,1,0
5,35,472,1,0
6,35,312,1,0
7,35,501,1,0
8,35,379,1,0
9,35,478,1,0
10,35,403,1,0
11,35,425,1,0
12,35,348,1,0
13,35,402,1,0
14,35,242,1,0
15,35,133,1,0
16,35,162,1,0
17,35,167,1,0
18,35,193,1,0
19,35,193,1,0
20,35,199,1,0
21,35,213,1,0
22,35,288,1,0
23,35,328,1,0
24,35,328,1,0
25,35,348,1,0
26,35,388,1,0
27,35,397,1,0
28,35,402,1,0
29,35,492,1,0
30,35,495,1,0
31,35,498,1,0
32,35,193,1,0
33,35,310,1,0
34,35,318,1,0
35,35,371,1,0
0,36,341,1,0
1,36,321,1,0
2,36,337,1,0
3,36,310,1,0
4,36,367,1,0
5,36,324,1,0
6,36,401,1,0
7,36,461,1,0
8,36,307,1,0
9,36,370,1,0
10,36,478,1,0
11,36,431,1,0
12,36,466,1,0
13,36,349,1,0
14,36,327,1,0
15,36,338,1,0
16,36,401,1,0
17,36,299,1,0
18,36,323,1,0
19,36,310,1,0
20,36,333,1,0
21,36,404,1,0
22,36,333,1,0
23,36,235,1,0
24,36,276,1,0
25,36,287,1,0
26,36,294,1,0
27,36,452,1,0
28,36,319,1,0
29,36,319,1,0
30,36,324,1,0
31,36,324,1,0
32,36,335,1,0
33,36,338,1,0
34,36,341,1,0
35,36,380,1,0
36,36,393,1,0
37,36,401,1,0
38,36,408,1,0
39,36,412,1,0
40,36,416,1,0
41,36,425,1,0
42,36,432,1,0
43,36,13486,1,0
44,36,459,1,0
45,36,488,0,1
46,36,489,0,1
47,36,195,1,0
48,36,324,1,0
49,36,337,1,0
0,37,68,1,0
1,37,128,1,0
2,37,197,1,0
3,37,199,1,0
4,37,250,1,0
5,37,227,1,0
6,37,230,1,0
7,37,220,1,0
8,37,271,1,0
9,37,326,1,0
10,37,108,1,0
11,37,399,1,0
12,37,252,1,0
13,37,405,1,0
14,37,469,1,0
15,37,181,1,0
16,37,223,1,0
17,37,518,1,0
18,37,451,1,0
19,37,422,1,0
20,37,144,1,0
21,37,399,1,0
22,37,348,1,0
23,37,346,1,0
24,37,369,1,0
25,37,410,1,0
26,37,95,1,0
27,37,92,1,0
28,37,341,1,0
29,37,100,1,0
30,37,343,1,0
31,37,117,1,0
32,37,490,1,0
33,37,443,1,0
34,37,215,1,0
35,37,441,1,0
36,37,477,1,0
37,37,188,1,0
38,37,252,1,0
39,37,482,1,0
40,37,407,1,0
41,37,175,1,0
42,37,339,1,0
43,37,448,1,0
44,37,373,1,0
45,37,188,1,0
46,37,157,1,0
47,37,182,1,0
48,37,465,1,0
49,37,342,1,0
0,38,209,1,0
1,38,86,1,0
2,38,388,1,0
3,38,96,0,1
4,38,124,1,0
5,38,169,1,0
6,38,180,1,0
7,38,218,1,0
8,38,219,1,0
9,38,273,1,0
10,38,277,0,1
11,38,342,1,0
12,38,364,1,0
13,38,382,1,0
14,38,469,1,0
15,38,470,1,0
16,38,487,1,0
17,38,492,1,0
0,39,241,1,0
1,39,321,1,0
2,39,170,1,0
3,39,257,1,0
4,39,184,1,0
5,39,164,1,0
6,39,294,1,0
7,39,79,1,0
8,39,107,1,0
9,39,115,1,0
10,39,125,1,0
11,39,137,1,0
12,39,144,1,0
13,39,152,1,0
14,39,152,1,0
15,39,164,1,0
16,39,164,1,0
17,39,186,1,0
18,39,193,1,0
19,39,198,1,0
20,39,200,1,0
21,39,200,1,0
22,39,188,1,0
23,39,207,1,0
24,39,208,1,0
25,39,208,1,0
26,39,209,1,0
27,39,209,1,0
28,39,214,1,0
29,39,214,1,0
30,39,216,1,0
31,39,220,1,0
32,39,220,1,0
33,39,221,1,0
34,39,221,1,0
35,39,221,1,0
36,39,230,1,0
37,39,235,1,0
38,39,272,1,0
39,39,278,1,0
40,39,295,1,0
41,39,298,1,0
42,39,302,1,0
43,39,307,1,0
44,39,316,0,1
45,39,317,1,0
46,39,326,1,0
47,39,327,1,0
48,39,329,1,0
49,39,344,1,0
0,40,152,0,1
1,40,112,1,0
2,40,174,1,0
3,40,131,1,0
4,40,188,1,0
5,40,189,1,0
6,40,196,1,0
7,40,250,1,0
8,40,77,1,0
9,40,232,1,0
10,40,357,1,0
11,40,125,1,0
12,40,209,1,0
13,40,41,1,0
14,40,41,1,0
15,40,46,1,0
16,40,134,1,0
17,40,137,1,0
18,40,142,1,0
19,40,152,0,1
20,40,158,1,0
21,40,161,1,0
22,40,250,0,1
23,40,273,1,0
24,40,295,1,0
25,40,309,0,1
26,40,345,1,0
27,40,386,1,0
28,40,487,1,0
29,40,194,1,0
30,40,496,1,0
0,41,313,1,0
1,41,405,1,0
2,41,458,1,0
3,41,285,1,0
4,41,359,1,0
5,41,273,1,0
6,41,268,1,0
7,41,342,1,0
8,41,329,1,0
9,41,212,1,0
10,41,465,0,1
11,41,364,1,0
12,41,304,1,0
13,41,114,1,0
14,41,301,1,0
15,41,144,1,0
16,41,254,0,1
17,41,268,1,0
18,41,279,1,0
19,41,286,1,0
20,41,299,1,0
21,41,299,0,1
22,41,301,1,0
23,41,304,1,0
24,41,273,1,0
25,41,307,1,0
26,41,307,1,0
27,41,309,1,0
28,41,319,0,1
29,41,321,1,0
30,41,342,1,0
31,41,342,1,0
32,41,365,0,1
33,41,374,1,0
34,41,415,1,0
35,41,450,1,0
36,41,452,1,0
37,41,455,1,0
38,41,309,1,0
39,41,464,1,0
40,41,471,1,0
41,41,475,1,0
42,41,489,1,0
43,41,335,1,0
44,41,272,1,0
45,41,294,1,0
46,41,341,1,0
47,41,374,1,0
48,41,466,1,0
0,42,49,0,1
1,42,235,1,0
2,42,290,1,0
3,42,359,1,0
4,42,402,1,0
5,42,316,1,0
6,42,307,1,0
7,42,306,1,0
8,42,345,1,0
9,42,401,1,0
10,42,429,1,0
11,42,344,1,0
12,42,282,1,0
13,42,396,1,0
14,42,374,1,0
15,42,353,1,0
16,42,441,1,0
17,42,344,1,0
18,42,399,1,0
19,42,444,1,0
20,42,3112,1,0
21,42,32,1,0
22,42,289,1,0
23,42,383,1,0
24,42,434,1,0
25,42,286,1,0
26,42,212,1,0
27,42,229,0,1
28,42,418,1,0
29,42,305,1,0
30,42,310,1,0
31,42,314,1,0
32,42,320,1,0
33,42,332,1,0
34,42,337,1,0
35,42,337,1,0
36,42,344,1,0
37,42,351,1,0
38,42,360,1,0
39,42,367,0,1
40,42,370,1,0
41,42,379,1,0
42,42,382,1,0
43,42,385,1,0
44,42,395,1,0
45,42,399,1,0
46,42,336,1,0
47,42,419,1,0
48,42,429,1,0
49,42,433,1,0
0,43,351,1,0
1,43,305,1,0
2,43,345,1,0
3,43,383,1,0
4,43,462,1,0
5,43,465,1,0
6,43,467,1,0
0,44,275,0,1
1,44,371,1,0
2,44,422,1,0
3,44,226,0,1
4,44,473,1,0
5,44,393,1,0
6,44,413,1,0
7,44,419,1,0
8,44,436,1,0
9,44,413,1,0
10,44,370,1,0
11,44,413,1,0
12,44,201,1,0
13,44,223,0,1
14,44,383,1,0
15,44,288,1,0
16,44,302,1,0
17,44,498,0,1
18,44,407,1,0
19,44,413,1,0
20,44,413,1,0
21,44,483,0,1
22,44,213,0,1
23,44,429,1,0
0,45,247,1,0
1,45,213,1,0
2,45,373,1,0
3,45,252,1,0
4,45,282,1,0
5,45,355,1,0
6,45,244,1,0
7,45,247,1,0
8,45,230,1,0
9,45,426,1,0
10,45,269,1,0
11,45,336,1,0
12,45,426,1,0
13,45,475,1,0
14,45,373,1,0
15,45,342,1,0
16,45,253,1,0
17,45,263,1,0
18,45,422,1,0
19,45,247,1,0
20,45,230,1,0
21,45,234,1,0
22,45,246,1,0
23,45,251,1,0
24,45,252,1,0
25,45,267,1,0
26,45,269,1,0
27,45,284,1,0
28,45,284,1,0
29,45,285,1,0
30,45,285,1,0
31,45,301,1,0
32,45,321,1,0
33,45,327,1,0
34,45,331,1,0
35,45,336,1,0
36,45,336,1,0
37,45,340,1,0
38,45,357,1,0
39,45,375,1,0
40,45,375,1,0
41,45,385,1,0
42,45,425,1,0
43,45,430,1,0
44,45,443,1,0
45,45,474,1,0
46,45,488,0,1
47,45,494,1,0
48,45,216,1,0
49,45,386,1,0
0,46,191,1,0
1,46,191,0,1
2,46,191,0,1
3,46,202,0,1
4,46,320,1,0
5,46,396,1,0
6,46,309,0,1
0,47,110,1,0
1,47,83,1,0
2,47,49,1,0
3,47,114,1,0
4,47,106,1,0
5,47,185,1,0
6,47,79,1,0
7,47,276,0,1
8,47,81,1,0
9,47,202,1,0
10,47,125,1,0
11,47,272,1,0
12,47,72,1,0
13,47,145,0,1
14,47,162,1,0
15,47,99,1,0
16,47,270,1,0
17,47,232,1,0
18,47,321,1,0
19,47,286,1,0
20,47,224,1,0
21,47,431,1,0
22,47,493,1,0
23,47,110,1,0
24,47,455,1,0
25,47,143,1,0
26,47,443,1,0
27,47,123,1,0
28,47,460,1,0
29,47,465,1,0
30,47,444,1,0
31,47,320,1,0
32,47,421,1,0
33,47,429,1,0
34,47,388,1,0
35,47,470,1,0
36,47,235,1,0
37,47,166,1,0
38,47,468,1,0
39,47,296,1,0
40,47,54,1,0
41,47,77,1,0
42,47,81,1,0
43,47,88,1,0
44,47,458,1,0
45,47,188,0,1
46,47,115,1,0
47,47,133,1,0
48,47,154,1,0
49,47,156,1,0
0,48,27,1,0
1,48,95,1,0
2,48,280,1,0
3,48,192,1,0
4,48,294,1,0
5,48,131,1,0
6,48,284,1,0
7,48,391,1,0
8,48,336,1,0
9,48,233,1,0
10,48,412,1,0
11,48,417,1,0
12,48,313,1,0
13,48,489,1,0
14,48,461,1,0
15,48,268,1,0
16,48,375,1,0
17,48,437,1,0
18,48,468,1,0
19,48,291,1,0
20,48,490,1,0
21,48,74,1,0
22,48,362,1,0
23,48,477,1,0
24,48,383,1,0
25,48,372,1,0
26,48,328,0,1
27,48,459,1,0
28,48,411,1,0
29,48,500,1,0
30,48,443,1,0
31,48,497,1,0
32,48,432,1,0
33,48,439,1,0
34,48,366,1,0
35,48,224,1,0
36,48,488,1,0
37,48,261,1,0
38,48,461,1,0
39,48,263,1,0
40,48,453,1,0
41,48,308,1,0
42,48,432,1,0
43,48,202,1,0
44,48,394,1,0
45,48,342,1,0
46,48,345,1,0
47,48,397,1,0
48,48,147,1,0
49,48,122,1,0
0,49,175,1,0
1,49,190,1,0
2,49,129,1,0
3,49,203,1,0
4,49,228,1,0
5,49,214,1,0
6,49,190,1,0
7,49,17,1,0
8,49,230,1,0
9,49,158,1,0
10,49,304,1,0
11,49,97,1,0
12,49,296,1,0
13,49,335,1,0
14,49,82,1,0
15,49,387,1,0
16,49,246,1,0
17,49,269,1,0
18,49,417,1,0
19,49,190,1,0
20,49,341,1,0
21,49,466,1,0
22,49,175,1,0
23,49,218,1,0
24,49,468,1,0
25,49,215,1,0
26,49,349,1,0
27,49,220,1,0
28,49,461,1,0
29,49,312,1,0
30,49,161,1,0
31,49,109,1,0
32,49,372,1,0
33,49,532,1,0
34,49,481,1,0
35,49,284,1,0
36,49,397,1,0
37,49,476,1,0
38,49,451,1,0
39,49,178,1,0
40,49,493,1,0
41,49,456,1,0
42,49,496,1,0
43,49,154,1,0
44,49,432,1,0
45,49,168,1,0
46,49,174,1,0
47,49,177,1,0
48,49,238,1,0
49,49,413,1,0
0,50,151,1,0
1,50,171,1,0
2,50,97,1,0
3,50,43,1,0
4,50,60,1,0
5,50,78,1,0
6,50,98,1,0
7,50,60,1,0
8,50,305,1,0
9,50,31,1,0
10,50,45,1,0
11,50,52,1,0
12,50,60,1,0
13,50,89,1,0
14,50,96,1,0
15,50,97,1,0
16,50,103,1,0
17,50,124,1,0
18,50,127,1,0
19,50,140,1,0
20,50,152,1,0
21,50,155,1,0
22,50,187,1,0
23,50,187,1,0
24,50,193,1,0
25,50,240,1,0
26,50,293,1,0
27,50,287,1,0
0,51,42,1,0
1,51,72,1,0
2,51,57,1,0
3,51,141,1,0
4,51,141,1,0
5,51,188,1,0
6,51,63,1,0
7,51,253,1,0
8,51,493,1,0
9,51,332,1,0
10,51,348,1,0
11,51,442,1,0
12,51,418,1,0
13,51,465,1,0
14,51,464,1,0
15,51,487,1,0
16,51,439,1,0
17,51,360,1,0
18,51,497,1,0
19,51,327,1,0
20,51,337,1,0
21,51,93,1,0
22,51,164,1,0
23,51,15,1,0
24,51,349,1,0
25,51,124,1,0
26,51,480,1,0
27,51,51,1,0
28,51,96,1,0
29,51,141,1,0
30,51,441,1,0
31,51,163,1,0
32,51,479,1,0
33,51,270,1,0
34,51,277,1,0
35,51,152,1,0
36,51,354,1,0
37,51,370,1,0
38,51,385,1,0
39,51,393,1,0
40,51,394,1,0
41,51,402,1,0
42,51,410,1,0
43,51,424,1,0
44,51,428,1,0
45,51,445,1,0
46,51,451,0,1
47,51,459,1,0
48,51,465,1,0
49,51,467,1,0
0,52,205,1,0
1,52,107,1,0
2,52,285,1,0
3,52,268,1,0
4,52,356,1,0
5,52,239,1,0
6,52,422,1,0
7,52,391,1,0
8,52,481,1,0
9,52,287,1,0
10,52,484,1,0
11,52,336,1,0
12,52,331,0,1
13,52,481,1,0
14,52,285,1,0
15,52,298,1,0
16,52,319,1,0
17,52,361,1,0
18,52,440,1,0
19,52,481,1,0
20,52,328,1,0
21,52,391,1,0
22,52,441,1,0
23,52,474,1,0
24,52,275,1,0
25,52,425,1,0
26,52,310,1,0
27,52,494,1,0
28,52,129,1,0
29,52,131,1,0
30,52,436,1,0
31,52,435,1,0
32,52,176,1,0
33,52,242,1,0
34,52,244,1,0
35,52,279,1,0
36,52,189,1,0
37,52,298,1,0
38,52,341,1,0
39,52,341,1,0
40,52,366,1,0
41,52,378,1,0
42,52,391,1,0
43,52,409,1,0
44,52,436,1,0
45,52,465,1,0
46,52,497,1,0
47,52,498,1,0
48,52,113,1,0
49,52,311,1,0
0,53,441,1,0
1,53,289,1,0
2,53,472,1,0
3,53,460,1,0
4,53,325,1,0
5,53,236,1,0
6,53,488,1,0
7,53,183,1,0
8,53,287,1,0
9,53,511,1,0
10,53,505,1,0
11,53,492,1,0
12,53,262,1,0
13,53,474,1,0
14,53,164,1,0
15,53,152,1,0
16,53,217,1,0
17,53,167,1,0
18,53,369,1,0
19,53,305,1,0
20,53,102,1,0
21,53,144,1,0
22,53,145,1,0
23,53,151,1,0
24,53,176,1,0
25,53,229,1,0
26,53,255,0,1
27,53,263,1,0
28,53,272,1,0
29,53,290,1,0
30,53,290,1,0
31,53,395,1,0
32,53,329,1,0
33,53,339,1,0
34,53,339,1,0
35,53,340,1,0
36,53,345,1,0
37,53,358,1,0
38,53,368,1,0
39,53,373,1,0
40,53,377,1,0
41,53,377,1,0
42,53,380,1,0
43,53,381,0,1
44,53,396,1,0
45,53,444,0,1
46,53,454,0,1
47,53,462,0,1
48,53,473,1,0
49,53,497,1,0
0,54,344,1,0
1,54,380,1,0
2,54,348,1,0
3,54,380,1,0
4,54,381,1,0
5,54,325,1,0
6,54,394,1,0
7,54,351,1,0
8,54,380,1,0
9,54,316,1,0
10,54,337,1,0
11,54,356,1,0
12,54,381,1,0
13,54,384,1,0
14,54,477,1,0
15,54,365,1,0
0,55,102,1,0
1,55,222,1,0
2,55,268,0,1
3,55,281,1,0
4,55,268,1,0
5,55,394,1,0
6,55,421,1,0
7,55,487,1,0
8,55,435,1,0
9,55,327,0,1
10,55,414,1,0
11,55,360,1,0
12,55,351,1,0
13,55,412,1,0
14,55,473,1,0
15,55,476,1,0
16,55,395,1,0
17,55,475,1,0
18,55,310,1,0
19,55,387,1,0
20,55,449,1,0
21,55,463,1,0
22,55,368,1,0
23,55,308,1,0
24,55,462,1,0
25,55,346,1,0
26,55,464,1,0
27,55,423,1,0
28,55,484,1,0
29,55,327,1,0
30,55,249,1,0
31,55,63,1,0
32,55,280,1,0
33,55,394,1,0
34,55,241,0,1
35,55,281,1,0
36,55,282,1,0
37,55,282,1,0
38,55,306,1,0
39,55,334,1,0
40,55,341,1,0
41,55,357,1,0
42,55,364,1,0
43,55,404,1,0
44,55,406,0,1
45,55,433,1,0
46,55,443,1,0
47,55,454,1,0
48,55,469,1,0
49,55,476,1,0
0,56,230,1,0
1,56,448,1,0
2,56,349,1,0
3,56,140,0,1
4,56,344,0,1
5,56,181,1,0
6,56,452,1,0
7,56,462,1,0
8,56,362,1,0
9,56,461,1,0
10,56,359,1,0
11,56,244,1,0
12,56,198,1,0
13,56,248,1,0
14,56,240,1,0
15,56,201,1,0
16,56,305,1,0
17,56,259,0,1
18,56,268,1,0
19,56,268,1,0
20,56,272,1,0
21,56,272,1,0
22,56,279,1,0
23,56,282,1,0
24,56,407,1,0
25,56,304,1,0
26,56,333,1,0
27,56,346,1,0
28,56,380,1,0
29,56,413,0,1
30,56,422,1,0
31,56,423,1,0
32,56,429,1,0
33,56,441,1,0
34,56,453,1,0
35,56,453,1,0
36,56,455,0,1
37,56,477,1,0
38,56,477,0,1
39,56,182,1,0
40,56,375,1,0
41,56,436,1,0
42,56,458,1,0
43,56,486,1,0
0,57,81,1,0
1,57,285,1,0
2,57,255,1,0
3,57,272,1,0
4,57,279,1,0
5,57,417,1,0
6,57,413,1,0
7,57,441,1,0
8,57,467,1,0
9,57,155,1,0
10,57,456,1,0
11,57,428,1,0
12,57,490,1,0
13,57,219,1,0
14,57,483,1,0
15,57,492,1,0
16,57,263,1,0
17,57,430,1,0
18,57,361,1,0
19,57,384,1,0
20,57,90,1,0
21,57,336,1,0
22,57,401,1,0
23,57,157,1,0
24,57,332,1,0
25,57,372,1,0
26,57,299,1,0
27,57,248,1,0
28,57,309,1,0
29,57,359,1,0
30,57,300,1,0
31,57,370,1,0
32,57,407,1,0
33,57,451,1,0
34,57,389,1,0
35,57,355,1,0
36,57,463,1,0
37,57,375,1,0
38,57,145,1,0
39,57,106,1,0
40,57,391,1,0
41,57,193,1,0
42,57,270,1,0
43,57,307,1,0
44,57,327,1,0
45,57,485,1,0
46,57,344,1,0
47,57,364,1,0
48,57,447,1,0
49,57,450,1,0
0,58,85,1,0
1,58,84,1,0
2,58,124,1,0
3,58,129,1,0
4,58,174,1,0
5,58,89,1,0
6,58,269,1,0
7,58,393,1,0
8,58,308,1,0
9,58,348,1,0
10,58,244,1,0
11,58,199,1,0
12,58,114,1,0
13,58,386,1,0
14,58,464,1,0
15,58,363,1,0
16,58,487,1,0
17,58,368,1,0
18,58,418,1,0
19,58,365,1,0
20,58,407,1,0
21,58,346,1,0
22,58,240,1,0
23,58,454,0,1
24,58,114,1,0
25,58,275,1,0
26,58,78,1,0
27,58,374,1,0
28,58,328,1,0
29,58,492,1,0
30,58,414,1,0
31,58,305,1,0
32,58,430,1,0
33,58,398,1,0
34,58,218,1,0
35,58,437,1,0
36,58,95,1,0
37,58,95,1,0
38,58,100,1,0
39,58,147,1,0
40,58,186,1,0
41,58,192,0,1
42,58,197,1,0
43,58,226,1,0
44,58,291,1,0
45,58,299,1,0
46,58,308,1,0
47,58,328,1,0
48,58,336,1,0
49,58,349,1,0
0,59,218,1,0
1,59,347,1,0
2,59,464,1,0
3,59,391,1,0
4,59,228,1,0
5,59,144,0,1
6,59,391,1,0
7,59,380,1,0
8,59,383,1,0
9,59,252,0,1
10,59,355,1,0
11,59,354,1,0
12,59,385,1,0
13,59,375,1,0
14,59,365,1,0
15,59,393,1,0
16,59,227,1,0
17,59,256,1,0
18,59,266,1,0
19,59,272,0,1
20,59,414,1,0
21,59,342,0,1
22,59,348,1,0
23,59,354,1,0
24,59,354,1,0
25,59,389,1,0
26,59,377,1,0
27,59,389,1,0
28,59,389,1,0
29,59,389,1,0
30,59,392,1,0
31,59,395,1,0
32,59,397,1,0
33,59,400,1,0
34,59,420,1,0
35,59,448,1,0
36,59,448,1,0
37,59,468,1,0
38,59,329,0,1
39,59,356,1,0
40,59,394,1,0
41,59,395,1,0
42,59,453,1,0
0,60,474,1,0
1,60,161,1,0
2,60,448,1,0
3,60,82,1,0
4,60,148,1,0
5,60,207,1,0
6,60,242,1,0
7,60,247,1,0
8,60,259,1,0
9,60,316,1,0
10,60,399,0,1
11,60,402,0,1
12,60,417,1,0
13,60,430,1,0
14,60,305,1,0
15,60,492,1,0
16,60,494,1,0
0,61,237,1,0
1,61,269,1,0
2,61,399,1,0
3,61,161,0,1
4,61,436,1,0
5,61,475,1,0
6,61,408,1,0
7,61,432,1,0
8,61,422,1,0
9,61,474,1,0
10,61,262,1,0
11,61,415,1,0
12,61,393,1,0
13,61,446,1,0
14,61,305,1,0
15,61,443,1,0
16,61,432,1,0
17,61,416,1,0
18,61,344,1,0
19,61,256,1,0
20,61,498,1,0
21,61,425,1,0
22,61,418,1,0
23,61,491,1,0
24,61,409,1,0
25,61,469,1,0
26,61,350,1,0
27,61,48,0,1
28,61,283,1,0
29,61,469,1,0
30,61,227,1,0
31,61,231,1,0
32,61,238,1,0
33,61,239,1,0
34,61,254,1,0
35,61,288,0,1
36,61,331,1,0
37,61,350,1,0
38,61,351,1,0
39,61,355,1,0
40,61,355,1,0
41,61,369,1,0
42,61,371,1,0
43,61,373,1,0
44,61,374,1,0
45,61,395,1,0
46,61,405,1,0
47,61,407,1,0
48,61,421,1,0
49,61,421,1,0
0,62,154,1,0
1,62,223,1,0
2,62,323,1,0
3,62,454,1,0
4,62,452,1,0
5,62,367,1,0
6,62,514,1,0
7,62,462,1,0
8,62,329,1,0
9,62,442,1,0
10,62,480,1,0
11,62,477,0,1
12,62,452,1,0
13,62,447,1,0
14,62,487,1,0
15,62,493,1,0
16,62,456,1,0
17,62,143,1,0
18,62,170,1,0
19,62,336,1,0
20,62,452,1,0
21,62,305,0,1
22,62,313,1,0
23,62,387,1,0
24,62,415,1,0
25,62,425,1,0
26,62,431,1,0
27,62,438,1,0
28,62,446,1,0
29,62,452,0,1
30,62,458,1,0
31,62,461,1,0
32,62,466,1,0
33,62,469,1,0
34,62,470,1,0
35,62,474,1,0
36,62,477,1,0
37,62,482,1,0
38,62,492,1,0
0,63,438,1,0
1,63,413,1,0
2,63,460,1,0
3,63,152,1,0
4,63,459,1,0
5,63,433,1,0
6,63,432,1,0
7,63,375,1,0
8,63,476,1,0
9,63,382,1,0
10,63,400,1,0
11,63,434,1,0
12,63,200,0,1
13,63,295,1,0
14,63,240,1,0
15,63,178,1,0
16,63,206,1,0
17,63,200,1,0
18,63,20,1,0
19,63,129,1,0
20,63,136,1,0
21,63,152,1,0
22,63,170,1,0
23,63,176,0,1
24,63,203,1,0
25,63,226,1,0
26,63,233,1,0
27,63,235,1,0
28,63,246,1,0
29,63,265,1,0
30,63,270,1,0
31,63,285,1,0
32,63,285,1,0
33,63,285,1,0
34,63,303,1,0
35,63,335,1,0
36,63,329,1,0
37,63,193,1,0
38,63,350,0,1
39,63,354,1,0
40,63,374,1,0
41,63,394,1,0
42,63,396,0,1
43,63,413,1,0
44,63,413,1,0
45,63,425,1,0
46,63,426,1,0
47,63,443,1,0
48,63,456,1,0
49,63,466,1,0
0,64,50,1,0
0,65,285,1,0
1,65,352,1,0
2,65,289,1,0
3,65,286,1,0
4,65,289,1,0
5,65,392,1,0
6,65,305,1,0
7,65,439,1,0
8,65,295,1,0
9,65,352,1,0
10,65,293,1,0
11,65,473,1,0
12,65,342,1,0
13,65,340,1,0
14,65,359,1,0
15,65,377,1,0
16,65,296,1,0
17,65,453,1,0
18,65,497,1,0
19,65,312,1,0
20,65,329,1,0
21,65,294,1,0
22,65,392,1,0
23,65,259,1,0
24,65,422,1,0
25,65,110,1,0
26,65,241,0,1
27,65,272,1,0
28,65,291,1,0
29,65,294,1,0
30,65,294,1,0
31,65,294,1,0
32,65,301,1,0
33,65,301,1,0
34,65,303,1,0
35,65,317,1,0
36,65,317,1,0
37,65,319,1,0
38,65,348,1,0
39,65,348,1,0
40,65,356,1,0
41,65,358,1,0
42,65,361,1,0
43,65,365,1,0
44,65,374,0,1
45,65,378,1,0
46,65,382,1,0
47,65,384,1,0
48,65,390,1,0
49,65,394,1,0
0,66,74,1,0
1,66,125,1,0
2,66,120,1,0
3,66,177,1,0
4,66,208,1,0
5,66,368,1,0
6,66,96,1,0
7,66,123,1,0
8,66,163,1,0
9,66,259,1,0
10,66,373,1,0
11,66,357,1,0
12,66,493,1,0
13,66,28,1,0
14,66,478,1,0
15,66,268,1,0
16,66,400,1,0
17,66,335,1,0
18,66,270,1,0
19,66,198,1,0
20,66,243,1,0
21,66,400,1,0
22,66,380,1,0
23,66,76,1,0
24,66,342,1,0
25,66,88,1,0
26,66,270,1,0
27,66,141,1,0
28,66,142,1,0
29,66,142,1,0
30,66,142,1,0
31,66,149,1,0
32,66,162,1,0
33,66,163,1,0
34,66,163,1,0
35,66,306,1,0
36,66,210,1,0
37,66,214,1,0
38,66,179,1,0
39,66,219,1,0
40,66,228,1,0
41,66,413,1,0
42,66,296,1,0
43,66,297,1,0
44,66,307,1,0
45,66,312,1,0
46,66,340,1,0
47,66,344,1,0
48,66,350,1,0
49,66,378,1,0
0,67,107,1,0
1,67,57,1,0
2,67,181,1,0
3,67,197,1,0
4,67,304,1,0
5,67,401,1,0
6,67,484,1,0
7,67,373,1,0
8,67,223,1,0
9,67,486,1,0
10,67,438,1,0
11,67,249,1,0
12,67,288,1,0
13,67,171,1,0
14,67,349,1,0
15,67,599,0,1
16,67,328,1,0
17,67,251,1,0
18,67,390,1,0
19,67,366,1,0
20,67,355,1,0
21,67,408,1,0
22,67,277,1,0
23,67,488,1,0
24,67,236,1,0
25,67,132,1,0
26,67,339,1,0
27,67,317,1,0
28,67,46,1,0
29,67,80,1,0
30,67,305,1,0
31,67,294,1,0
32,67,139,1,0
33,67,331,1,0
34,67,486,1,0
35,67,195,1,0
36,67,217,1,0
37,67,219,1,0
38,67,235,1,0
39,67,235,1,0
40,67,236,1,0
41,67,249,1,0
42,67,252,1,0
43,67,264,1,0
44,67,320,1,0
45,67,321,1,0
46,67,462,1,0
47,67,350,0,1
48,67,374,1,0
