,fsq_id,distance,bike_station_index,restaurants,parks
32,5d2e931372ce9000083d5712,200,7,1,0
33,4c5220f794790f47aa6f26a2,229,7,1,0
34,524a3e46498ee4f3ad974623,242,7,1,0
35,4c533e881b46c9b6e0aba3cc,269,7,1,0
36,506de94ce4b035622ab2aa81,281,7,0,1
37,a4d710a9780a4e775effb6dd,282,7,1,0
38,629bfc175e562503a8152483,285,7,1,0
39,4ade5687f964a520247521e3,449,7,1,0
40,5b92ba99c9a517002cd11e9e,288,7,1,0
41,5f76374e88b0165c62b7afa7,292,7,1,0
42,4aa7f754f964a520484e20e3,476,7,1,0
43,4aa6a91df964a520864a20e3,498,7,1,0
44,4c5dfa3d6147be9addc19309,373,7,1,0
45,5fd048b81090f70d78f9e13b,394,7,1,0
46,530a6be2498e56010256b213,394,7,1,0
47,4aafc5dcf964a520ad6420e3,455,7,1,0
48,5dfaf76a42755800083b4f17,403,7,1,0
49,5dbf9d540c7f490008e25221,446,7,1,0
0,4aa80df5f964a520034f20e3,83,8,1,0
1,4aa7faa5f964a520744e20e3,352,8,1,0
2,4abfd38af964a5207f9220e3,274,8,1,0
3,57b77dcf498e9b2667fbc27b,277,8,1,0
4,54153191498e60747d391a7b,468,8,1,0
5,4aec991df964a5203dc921e3,341,8,1,0
6,5107507be4b0addb49086722,414,8,1,0
7,4bdf6cddffdec9287a09eca1,640,8,1,0
8,4deb24bb636555593e52ec2c,431,8,1,0
9,5a52c0b3916bc169c28aa62a,293,8,1,0
10,4bca4d730687ef3b75d0dbcc,407,8,1,0
11,4aac5fa0f964a520ac5d20e3,159,8,1,0
12,59698a7f0d8a0f7f00511122,468,8,1,0
13,4b136160f964a520ba9623e3,452,8,1,0
14,4b19cdb8f964a52073e423e3,379,8,1,0
15,4b70cb97f964a520f42e2de3,315,8,1,0
16,4ad4aba9f964a52095e820e3,56,8,1,0
17,4aa896f1f964a520a05120e3,335,8,1,0
18,4c6581fcf909ef3bc282c38f,130,8,1,0
19,5032b628e4b01372d96452cc,153,8,0,1
20,4ed045f30e61efa330ee7e04,154,8,0,1
21,4beddd7fe24d20a198227214,258,8,0,1
22,4d93d7198deb8cfa6f6a33c0,272,8,1,0
23,638544d75abb3648ee5c0e79,278,8,1,0
24,57a80164498e40fabf2f82c2,302,8,1,0
25,64dfd5c1bd98f72df41639fd,322,8,1,0
26,54519856498e17c9f16771ef,329,8,1,0
27,60c677285be14b71ff9089a0,330,8,1,0
28,5b09f3ae8c35dc002c3e2572,380,8,1,0
29,4afc853df964a5207f2322e3,321,8,1,0
30,618f15c230eb683199660258,471,8,1,0
31,4ab993a4f964a520ee7f20e3,456,8,1,0
32,7708cac6c882465c755bf24f,49,8,1,0
33,0c9ef6b9240843f1a975fcb4,298,8,1,0
34,36c8efee8ac14bfbe2862c5d,407,8,1,0
35,ae348a836f7c44964f354afa,434,8,1,0
0,4f1b5861e4b08382320d3f2e,199,9,1,0
1,530e65a8498eaef6fcd48e51,293,9,1,0
2,510955e4e4b08c09c7a07f54,163,9,1,0
3,4cd1b9c95b5ca35d9b3683f0,335,9,1,0
4,50135fe6e4b0ad6ab24d7c84,421,9,1,0
5,53334744498ea6085d2b865e,352,9,1,0
6,5a6c077fcad1b62a63dd342b,321,9,1,0
7,4ce78d8c94daa090fc451c29,295,9,0,1
8,4d50ba6fbd6ff04df3f8ea0c,331,9,1,0
9,4e5c48f845dd045aab4d05c0,466,9,1,0
10,518e6ebd498e28a31153b8e9,485,9,1,0
11,4abbcf03f964a520098520e3,299,9,1,0
12,4aa940dcf964a520ad5220e3,400,9,1,0
13,58a8a73053f5bb4b6bf57fb1,314,9,1,0
14,4b6e5f4bf964a520a8ba2ce3,276,9,1,0
15,5039506de4b03fdd88b86621,454,9,0,1
16,4ab68343f964a520867720e3,366,9,1,0
17,4ba6f3aef964a520827939e3,130,9,1,0
18,4ad0e5bef964a520e1da20e3,212,9,1,0
19,4ceb01cd9f776ea838c66b22,452,9,1,0
20,4ca8e7f2d971b1f7a76d19e1,431,9,1,0
21,4bca6d843740b7138de36065,110,9,1,0
22,54a7560b498e16f50fae200d,314,9,1,0
23,5ad2551b249623753f85ffb3,126,9,1,0
24,4b60ad09f964a52088f329e3,136,9,1,0
25,4aabd7c4f964a520675a20e3,329,9,1,0
26,4d896c297d4c54812f245471,226,9,1,0
27,4e55bf608877f56f33b6a3e8,233,9,0,1
28,4c12c82b82a3c9b6de5efaf8,343,9,1,0
29,62af8289e8083a2882b09258,303,9,1,0
30,be3bd3949e6b4c0977f05618,315,9,1,0
31,61c151da7352cb6ff7c6097c,325,9,1,0
32,5a69411c1fa7636cc5dbab7b,325,9,1,0
33,561c1c7d498e0094cc00f076,328,9,1,0
34,575b0242498e32bff6756221,329,9,1,0
35,4e49bf1fa80997a2dbea9306,334,9,1,0
36,8f35b4cee6c8ced0e2fcea32,347,9,1,0
37,62634baec6baac5d8e7a97e1,350,9,1,0
38,631b7c1f0e4f1f78107aec23,350,9,1,0
39,5f6f498b8c8d4b765e9f2250,352,9,1,0
40,60de23e3be9b9b11c8428155,358,9,1,0
41,322fa0b222224027adccfd6b,374,9,1,0
42,a32d11a2e5f84ae28aa1a58a,379,9,1,0
43,5a75189735f9835fcb24571c,382,9,1,0
44,5c2827b0811045002c75bb26,383,9,1,0
45,60c86a2f15755366c00ad54c,412,9,1,0
46,532103b8498ed900ab917e05,430,9,1,0
47,4aed78c0f964a520a6cd21e3,308,9,1,0
48,5378351e498e797552ca1c9d,480,9,1,0
49,51aa5fb7498e75de61ae78fc,494,9,1,0
0,5674aec9498e6800815c3598,229,10,1,0
1,4f60fc8be4b0a9d090a1f850,445,10,1,0
2,4e223f06d4c0d32590f80ff4,462,10,1,0
3,4ab04bfaf964a520ed6620e3,399,10,1,0
4,4aa98676f964a520105420e3,439,10,1,0
5,5d0302c9c0f163002ce055ae,399,10,1,0
6,50635880e4b0977ecd7e5e09,464,10,1,0
7,4aa843e0f964a5207f5020e3,462,10,1,0
8,4b2d26b8f964a5208ecf24e3,385,10,1,0
9,4adbdddff964a520ec2a21e3,450,10,1,0
10,50982adee4b0cb1b3389815d,424,10,1,0
11,4b7205ecf964a520ac6a2de3,170,10,1,0
12,4aa8042df964a520bd4e20e3,459,10,1,0
13,5e1e5c46568f980008a9fad9,57,10,1,0
14,89795ebbd0664afe36d82fe9,81,10,1,0
15,51dc68ad498e8db03f7d7ee5,109,10,1,0
16,4bb67bcaef159c744d0976f7,120,10,1,0
17,6031681b8f3fbb0da52233f2,131,10,1,0
18,4e0a30bf483bf14c25bc4edc,165,10,1,0
19,4b4458daf964a52011f425e3,459,10,1,0
20,6194486bcfc5a57be287e71f,167,10,1,0
21,4d34af7a6c7c721ef547c456,171,10,1,0
22,4bef0b6b5e4aa593d57a58bb,171,10,1,0
23,4db1e2c20437a93f7f9461a9,175,10,1,0
24,62d47a8219f50c000af52313,179,10,1,0
25,4be48099910020a134ced114,189,10,1,0
26,593c332b16fa0435e42fb0d5,425,10,1,0
27,4aad8772f964a520bf6020e3,424,10,1,0
28,4140de4dd2804508effc3fe0,267,10,1,0
29,a417d1fac7b64299c1abd2dc,356,10,1,0
30,63560d0518f2d50e9c6b4717,369,10,1,0
31,4ab457bff964a520f77020e3,385,10,1,0
32,4bc62296db8fa59355d39b37,390,10,1,0
33,4db8723b6a2334682d931f2f,400,10,1,0
34,4b174f40f964a520bdc423e3,407,10,1,0
35,4dc0705a5da386e218c8207a,407,10,1,0
36,4c193a046a21c9b6e33aca97,417,10,1,0
37,58f13221419a9e1e24489f12,419,10,1,0
38,6025cb8b17280533880c5e2a,425,10,0,1
39,5b187cf04febd5002c8caa71,433,10,1,0
40,5866212a51666a7a04e45772,439,10,0,1
41,4b9d5fa1f964a520c4a736e3,459,10,1,0
42,4aad549ff964a520bb5f20e3,459,10,1,0
43,62d0b72f2e52d950b746afb8,464,10,1,0
44,63379a0e45a3df6999cb4d50,470,10,1,0
45,5eee7b409087d80007289b9e,470,10,1,0
46,4c054ca239d476b01fad32a7,476,10,1,0
47,d49065f449ed482ef47d8677,477,10,1,0
48,4bd0fc0377b29c747dfb8b82,480,10,1,0
49,4c659f0de1da1b8d4abb98c3,495,10,1,0
0,4bd88c2851170f47af9933e4,336,11,0,1
1,4d54461cbdbea1cd7c15e592,364,11,1,0
2,57071a2ecd10b75357a94f53,124,11,1,0
3,4cd70f47122ba143517b36a1,156,11,1,0
4,50f48eb2e4b0e3ab976fd593,417,11,0,1
0,4aa7d40ff964a5206e4d20e3,79,12,1,0
1,4f1995afe4b00583e823ffc4,115,12,1,0
2,4f21e016e4b0c41c4ffda0ab,91,12,1,0
3,55fcdcd7498e3e59b7c5dd60,120,12,1,0
4,4f9360d7e4b0ab5f0a03510d,117,12,1,0
5,51e464e3498efd152b1dd767,127,12,1,0
6,572d37e6498e334d71acf7ab,154,12,1,0
7,4b2e7cddf964a52015e124e3,73,12,1,0
8,4ad247b0f964a520a2e020e3,126,12,1,0
9,58e9215e3ef0f6635fcb28ad,460,12,1,0
10,4bd636ff29eb9c7462d594e1,180,12,0,1
11,4efbdec10e014519c62d8889,504,12,1,0
12,4b4e9e48f964a520bbf226e3,488,12,1,0
13,506f78b21648fe4eb50b292b,457,12,1,0
14,4ac90a50f964a52040be20e3,340,12,1,0
15,4ad246eff964a5209fe020e3,126,12,1,0
16,4cc64557306e224b56ffa76c,126,12,1,0
17,5063a29ae4b030dd868e8b07,149,12,0,1
18,4de85a6988774aa92c9de33a,151,12,0,1
19,4f0b5d744fc62d4494b8a828,195,12,1,0
20,51d886b1498e5de0a6e46062,249,12,1,0
21,5df5458fc9e0540008791aeb,254,12,1,0
22,52b4c26c498ee6f3c4900955,280,12,1,0
23,4ef3823b77166eb0abaa790f,285,12,1,0
24,51e5c166498e13ca8cf5e16d,285,12,1,0
25,4fdd141ee4b0f8bdf42ce008,321,12,1,0
26,5b52796b791871002c4e314c,435,12,1,0
27,6417ef1edc2d3c4d8d64fcf5,435,12,1,0
28,5d4103e23c3cf700076593dc,481,12,1,0
29,4eeb9c4b0039490c7d44ea90,485,12,1,0
30,51bbeadd498e9227ab3d7bdd,485,12,1,0
31,55ff3061498e521acf37b77f,485,12,1,0
32,4daf78bb81548efb15ac828a,489,12,1,0
33,5b63bc6135d3fc002ccf63e7,490,12,1,0
34,59631ea959c4234a4cf25f37,498,12,1,0
35,4b6c7d13f964a5202c3e2ce3,442,12,1,0
