,fsq_id,distance,bike_station_index,restaurants,parks
26,4ca175b919e4236a4d796a89,310,52,1,0
27,4b0b3ae6f964a520142f23e3,494,52,1,0
28,50ef41f7e4b016fee4a9c3fe,129,52,1,0
29,4aab5d57f964a520835920e3,131,52,1,0
30,4aa6b9c6f964a520d34a20e3,436,52,1,0
31,61eccf043030b3598c2b11ca,435,52,1,0
32,5c310803f1fdaf0038d29f20,176,52,1,0
33,5c6fc0c3446ea60037c21fd9,242,52,1,0
34,4c14598fa5eb76b03cb5c1b7,244,52,1,0
35,5f2d918d3731e5073cb1d691,279,52,1,0
36,4b44fc45f964a520c30026e3,189,52,1,0
37,4ace7f72f964a520e6d020e3,298,52,1,0
38,d49065f449ed482ef47d8677,341,52,1,0
39,4bf1ab1752bda59301d3b1b7,341,52,1,0
40,5d4a29288265800007235ce6,366,52,1,0
41,4c62f6f7de1b2d7f7093e370,378,52,1,0
42,4b280e18f964a5204b8e24e3,391,52,1,0
43,5fbe18862225812a260bed0b,409,52,1,0
44,6312aa07a5372f31e1635aa3,436,52,1,0
45,4c0db123d64c0f47332e275d,465,52,1,0
46,5684c44e498e55b3a5e1f776,497,52,1,0
47,509e98b3e4b044f7645150ab,498,52,1,0
48,690758f5806b487f4e7aa40a,113,52,1,0
49,0a558316c01dd18644a8a464,311,52,1,0
0,50d4bd11e4b0b55bb4b657a3,441,53,1,0
1,4ab0656cf964a5204b6720e3,289,53,1,0
2,51f0a5ab498e51fcfd61c69a,472,53,1,0
3,52a2824611d291de6b8ad536,460,53,1,0
4,4caff4a2eb65b1f7d76468cd,325,53,1,0
5,4abe7d9ff964a520fb8d20e3,236,53,1,0
6,4ac379f4f964a520729b20e3,488,53,1,0
7,4aa80bc7f964a520f64e20e3,183,53,1,0
8,4aa6ab95f964a520974a20e3,287,53,1,0
9,4b282e0af964a520589024e3,511,53,1,0
10,4ab5587cf964a520147420e3,505,53,1,0
11,558cc53b498e248962d07f02,492,53,1,0
12,553307f9498ee5b605675d54,262,53,1,0
13,5546c9e5498e448ae20d6ccb,474,53,1,0
14,56bd5bed498e9919a8f6c8b4,164,53,1,0
15,52d9d8de498eda93801da27b,152,53,1,0
16,4b421500f964a5206ecc25e3,217,53,1,0
17,54946888498ea3488d9e2636,167,53,1,0
18,4ab46012f964a5200e7120e3,369,53,1,0
19,4ab14654f964a520d76820e3,305,53,1,0
20,4ab7f4d8f964a520987b20e3,102,53,1,0
21,619568213ea4bb222a28d7b2,144,53,1,0
22,921f8f1d4829488d00d07b66,145,53,1,0
23,4c4f35e5a7351b8dd89dbc92,151,53,1,0
24,64c3e5ffd493067c586e7fe8,176,53,1,0
25,4b4e30c3f964a520a9e426e3,229,53,1,0
26,4ff8b4dce4b0903668e9a6da,255,53,0,1
27,4ef37e0c77166eb0abaa1438,263,53,1,0
28,616342913f223520f080671c,272,53,1,0
29,5939d021f1fdaf5a5a0105a5,290,53,1,0
30,59f28edfc666666b314ccb23,290,53,1,0
31,4ad0fc3ef964a520bddb20e3,395,53,1,0
32,6158d22adfe7f9220b163a51,329,53,1,0
33,58194400da82024067fc14fa,339,53,1,0
34,599741acacb00b52a09edbff,339,53,1,0
35,607cbd982a61853c2f72e7f4,340,53,1,0
36,5bc0f7fb1cf2e1002c770f24,345,53,1,0
37,07d8f66f21a24cfb37f2269d,358,53,1,0
38,91a343ddf72a4d50982fd00e,368,53,1,0
39,4d98c976647d8cfaa33ef83d,373,53,1,0
40,4c6d99004d24b60cf055d6d8,377,53,1,0
41,5dbe127ad358eb0007a61765,377,53,1,0
42,63067798e6106d52065cd78c,380,53,1,0
43,598d11080e5da87109b4d0a3,381,53,0,1
44,60615a8afc679a688f492fec,396,53,1,0
45,4c7e9351e4b06dcb2e8444d7,444,53,0,1
46,56b7abb7498e79d325de665c,454,53,0,1
47,5bfb328d2be425002c0f8c92,462,53,0,1
48,4d8b74395ecdf04dda10d48a,473,53,1,0
49,9b1d8edf2488ebf8d3206579,497,53,1,0
0,4e06dced8130709eafbca3ed,344,54,1,0
1,4d9bbf48f41ba1430326e8b3,380,54,1,0
2,51e208e7498ec695529ef159,348,54,1,0
3,4faec6c4e4b08a2bb97c568b,380,54,1,0
4,4ae9314bf964a5208eb421e3,381,54,1,0
5,4aac26d9f964a5208a5c20e3,325,54,1,0
6,4ce34268ef2db60c08c1bf5b,394,54,1,0
7,58844bad9c439d0a277f550e,351,54,1,0
8,4e31de0118387ab7fc4f1b9f,380,54,1,0
9,5191c1d6498e36598f598ac7,316,54,1,0
10,4c97af486b35a143473038dc,337,54,1,0
11,4ce1cf4aaba88cfa239457d7,356,54,1,0
12,50e908efe4b06ad597c1f79b,381,54,1,0
13,4d2f58cdad3a8cfa9a049dbd,384,54,1,0
14,4aa9d7c3f964a520695520e3,477,54,1,0
15,03fafc1ff35c41f5e36e8111,365,54,1,0
0,5b9032b4345cbe00398a8d6a,102,55,1,0
1,4aa99f79f964a5208e5420e3,222,55,1,0
2,4b572f20f964a520f92928e3,268,55,0,1
3,4aa74bb8f964a520a14c20e3,281,55,1,0
4,5bd66bc9b37e2b002c68f203,268,55,1,0
5,4e2901b5b61c41a2f8a38ab3,394,55,1,0
6,559ff1da498e818b3ace65a4,421,55,1,0
7,4fac04c2e4b0685b5b224d9d,487,55,1,0
8,4aa82326f964a520884f20e3,435,55,1,0
9,4aec5fd7f964a52075c621e3,327,55,0,1
10,5a878c33f8cbd46ab822ef69,414,55,1,0
11,4b4fdbd2f964a520c91727e3,360,55,1,0
12,4aa94599f964a520cc5220e3,351,55,1,0
13,4aa7f689f964a5203e4e20e3,412,55,1,0
14,4aa7f856f964a520574e20e3,473,55,1,0
15,5bee1bcbd3cce8002c87cac6,476,55,1,0
16,4aa87be5f964a520785120e3,395,55,1,0
17,4aa7fb69f964a5207e4e20e3,475,55,1,0
18,4aa7b956f964a5200b4d20e3,310,55,1,0
19,4aa7f806f964a520524e20e3,387,55,1,0
20,5298166e11d2d1318c00aaba,449,55,1,0
21,581d44acabffa14f7316e8c4,463,55,1,0
22,4b82f845f964a52016f030e3,368,55,1,0
23,4aa82562f964a520964f20e3,308,55,1,0
24,528d84fd11d2e60fd7a68847,462,55,1,0
25,4ac11a8df964a520d79520e3,346,55,1,0
26,4c797e21566db60cbf30450e,464,55,1,0
27,4b499612f964a520807126e3,423,55,1,0
28,4aaa02cbf964a520905520e3,484,55,1,0
29,4d377365e6bdf04ddf0c5bb4,327,55,1,0
30,56612d92498efd5065d73243,249,55,1,0
31,61e4d59aff3f2063e46c4b83,63,55,1,0
32,4ab2cc03f964a5206c6c20e3,280,55,1,0
33,4aac9742f964a5204c5e20e3,394,55,1,0
34,51636604e4b02b2e3feffd99,241,55,0,1
35,c2a432af8874a1c6339d4a45,281,55,1,0
36,4b76eebff964a520e56b2ee3,282,55,1,0
37,5d7adb967749990007e35422,282,55,1,0
38,5f8a7dd8a02efd7a81796559,306,55,1,0
39,4b863819f964a520058331e3,334,55,1,0
40,57dceabc498e476ffe697020,341,55,1,0
41,4d7a8ab9ecf7a35df0db8af4,357,55,1,0
42,4aa993c9f964a5205b5420e3,364,55,1,0
43,5f5a9a8b512f06723283c8d4,404,55,1,0
44,4bd0ddeba8b3a593cad3645f,406,55,0,1
45,4b19c5eff964a520eae323e3,433,55,1,0
46,515d0176fe70ed72be0f6d2f,443,55,1,0
47,5c350675d1a402002c9514e0,454,55,1,0
48,5b5e70d2be7078002c2514dc,469,55,1,0
49,6264b0d4befc6d0886c16255,476,55,1,0
0,4b81b5cef964a52030b930e3,230,56,1,0
1,52b17ab1498eeab2c01ede0e,448,56,1,0
2,60231e7b7d357b5391b253f6,349,56,1,0
3,4bc0fb7f2a89ef3b6a93f188,140,56,0,1
4,4bb29e3b14cfd13a893915ab,344,56,0,1
5,4cc1de84cdb59c741a542c48,181,56,1,0
6,558cc53b498e248962d07f02,452,56,1,0
7,507dd57ae4b0f6ed551b6390,462,56,1,0
8,4aaaa2c7f964a520be5620e3,362,56,1,0
9,4aa83aacf964a520405020e3,461,56,1,0
10,4aa73d57f964a520714c20e3,359,56,1,0
11,4c7d713ad598a093d5e4c262,244,56,1,0
12,4aa7ea42f964a520f94d20e3,198,56,1,0
13,4b9aea2bf964a520a5e235e3,248,56,1,0
14,4b049664f964a520665522e3,240,56,1,0
15,263ee090f4b44a5e4742e8d8,201,56,1,0
16,4b29ab4bf964a52058a224e3,305,56,1,0
17,4e48966bd22d12b08bde4281,259,56,0,1
18,5ebc41f3863e0900070aba7f,268,56,1,0
19,60751e0f98c6b4114078b901,268,56,1,0
20,607a0e4d775dc462deb3cc4e,272,56,1,0
21,607a0b2aa8476a03b3054eb3,272,56,1,0
22,622a450b5c53662c1103c051,279,56,1,0
23,511b232be4b0392b2d862010,282,56,1,0
24,4abc2435f964a520928620e3,407,56,1,0
25,4b5e84b0f964a5207e9129e3,304,56,1,0
26,41063178d9214949b88f374a,333,56,1,0
27,53c43fb3498e9bf4833328c8,346,56,1,0
28,5d6c93c39448680008d5c46e,380,56,1,0
29,513bd3f5e4b0334da6fce5b0,413,56,0,1
30,5e17f379ab5d810008b3aaa2,422,56,1,0
31,63110083a53d9d13225c47d1,423,56,1,0
32,604bdad28ad420660e859961,429,56,1,0
33,4d683de960366a31507d4106,441,56,1,0
34,9b1d8edf2488ebf8d3206579,453,56,1,0
35,4df55f78483bdb5e137ae217,453,56,1,0
36,4bf7709a5efe2d7f0c1d6934,455,56,0,1
37,5f25e2b14c19ba0380cf700c,477,56,1,0
38,504cf5f319a97da674845308,477,56,0,1
39,7ad7677d34834b7f893078f8,182,56,1,0
40,bb2d3ec030774601a976a642,375,56,1,0
41,94c56299bbc3420f34b0ed2f,436,56,1,0
42,bfd36040a5fa4d40e9cf98c1,458,56,1,0
43,b815985727744b42adf75d46,486,56,1,0
0,4aa7f561f964a520384e20e3,81,57,1,0
1,50e74e10e4b01d00f05bfd09,285,57,1,0
2,4aa6bc27f964a520df4a20e3,255,57,1,0
3,550a4aa3498ec17e9c4fcbd1,272,57,1,0
4,4aa75811f964a520bd4c20e3,279,57,1,0
5,4fb14574e4b0e047b2ebf605,417,57,1,0
6,5205bfe411d2d4fd57c20095,413,57,1,0
7,52dec1e1498e71f308720349,441,57,1,0
8,4abea310f964a520ff8e20e3,467,57,1,0
9,4beb024e6295c9b62d298708,155,57,1,0
10,5baffb6598fbfc002c5153b2,456,57,1,0
11,4d320c5498336dcb18401ff0,428,57,1,0
12,5170656ae4b029a050dd8a49,490,57,1,0
13,4aa9a524f964a520ae5420e3,219,57,1,0
14,4d486b0211618cfade6cd423,483,57,1,0
15,4aaa9a0ef964a5208d5620e3,492,57,1,0
16,4d8961845ecdf04dc55ba98a,263,57,1,0
17,4b103e52f964a520206c23e3,430,57,1,0
18,4aab442ef964a520565920e3,361,57,1,0
19,4af49287f964a520f8f321e3,384,57,1,0
20,4ba17810f964a520b2b937e3,90,57,1,0
21,55831809498eb7238a4bd305,336,57,1,0
22,4aa8325ef964a520fd4f20e3,401,57,1,0
23,4aa6a5e6f964a5207e4a20e3,157,57,1,0
24,4ab16be4f964a520696920e3,332,57,1,0
25,5ddd9f39ec276a0008f48f5f,372,57,1,0
26,4acced76f964a52015ca20e3,299,57,1,0
27,4aa9614ff964a520615320e3,248,57,1,0
28,4aad5fd7f964a520f75f20e3,309,57,1,0
29,4aabc53bf964a520045a20e3,359,57,1,0
30,5a625194b1538e3d54910a2c,300,57,1,0
31,4bb3f20af187a593b1b113f8,370,57,1,0
32,4b74888ff964a5204fe22de3,407,57,1,0
33,4aa82b93f964a520c84f20e3,451,57,1,0
34,4abbc73bf964a520da8420e3,389,57,1,0
35,5b65db01e17910002ce59719,355,57,1,0
36,4d7fa12395c1a143b1c0e8f2,463,57,1,0
37,55315b68498ea18b3c24bc28,375,57,1,0
38,4d5c2eea524fa35d96c14635,145,57,1,0
39,5722ae1b498ef3f9d74d2aba,106,57,1,0
40,50022eace4b0fbfbe9a7d77e,391,57,1,0
41,503bbb53e4b06e9ad59105b1,193,57,1,0
42,5a1c0095fe37405daa0e61f5,270,57,1,0
43,5db3878d84665900081be146,307,57,1,0
44,5baeb74073fe25002c5728d5,327,57,1,0
45,4b1d9c91f964a5200e1324e3,485,57,1,0
46,59ea48a723a2e64a5cc5d1f0,344,57,1,0
47,51c8b1e3498e2ccd1edd72a2,364,57,1,0
48,4beb5b9c62c0c9287720e2d4,447,57,1,0
49,61bed19bd0c3f55f2465af74,450,57,1,0
0,5646ab13498e460c732920e8,85,58,1,0
1,4aa815a0f964a520344f20e3,84,58,1,0
2,4aaaf960f964a520575820e3,124,58,1,0
3,5bba5b613149b9002c1e480b,129,58,1,0
4,510b1603e4b0607cda141579,174,58,1,0
5,4bd4fae529eb9c7406c492e1,89,58,1,0
6,4aa801e0f964a520ab4e20e3,269,58,1,0
7,4ab59f7cf964a520a97520e3,393,58,1,0
8,4ad687d0f964a520aa0721e3,308,58,1,0
9,52c72fe5498edf109f363e18,348,58,1,0
10,603ececbb80ab26e9db2510c,244,58,1,0
11,4aa7fb50f964a5207b4e20e3,199,58,1,0
12,52f3eb5b498e301b738db83a,114,58,1,0
13,4aa805ccf964a520cd4e20e3,386,58,1,0
14,4aa9ac4ff964a520cc5420e3,464,58,1,0
15,55b2fcbf498e0dc05d4ccbea,363,58,1,0
16,4aa7e387f964a520db4d20e3,487,58,1,0
17,4d1e61fd8629224bb5090287,368,58,1,0
18,4dbb17935da3ff58ec28adc9,418,58,1,0
19,543ffaa5498e1016918872cf,365,58,1,0
20,4aebd797f964a520f6c421e3,407,58,1,0
21,4f04cf95c5128dfde90ff6a9,346,58,1,0
22,4c2e95f9213c2d7f0c862f5d,240,58,1,0
23,4b82e001f964a5205aea30e3,454,58,0,1
24,58cc471c4e31c532f4cf9011,114,58,1,0
25,4ac56bedf964a520fab120e3,275,58,1,0
26,4afa294cf964a5201e1722e3,78,58,1,0
27,4aa98b94f964a520305420e3,374,58,1,0
28,537bba9a498eb0f688b7d95c,328,58,1,0
29,4c426d42520fa5939949cbac,492,58,1,0
30,4aae9e41f964a520a26220e3,414,58,1,0
31,4c88f79f97828cfad822a0aa,305,58,1,0
32,582655cc2db9f34c9dba2e7a,430,58,1,0
33,4aa97571f964a520c25320e3,398,58,1,0
34,4b0e0237f964a520c95323e3,218,58,1,0
35,4d6f25d2b73bb1f7880aa772,437,58,1,0
36,59ac511c037be17f2b9b4982,95,58,1,0
37,5d8189ed153d7800081308bd,95,58,1,0
38,57a2aa6d498e39ed4c1de8f7,100,58,1,0
39,4d8a8386d85f37041c4800dc,147,58,1,0
40,55826656498e334d6162b1f1,186,58,1,0
41,4ffca342e4b0b429302ad797,192,58,0,1
42,621be58c1842953d0266091c,197,58,1,0
43,613dfffcfcd9f4263a719c40,226,58,1,0
44,56776609498ec86115dc37e9,291,58,1,0
45,4d772f10fbbc224b61030132,299,58,1,0
46,6430b66114ac1b04a5996451,308,58,1,0
47,5b9da7927b385f002c9cca91,328,58,1,0
48,5cbe0bf5336273002b72ca4f,336,58,1,0
49,4b1ffed9f964a520dc2b24e3,349,58,1,0
0,54c074fa498e4624306b462e,218,59,1,0
1,503a5effe4b0c6f193940f26,347,59,1,0
2,5674aec9498e6800815c3598,464,59,1,0
3,5e6d35c49ce20d0008744a09,391,59,1,0
4,4c0ae83aa1b32d7f263a9af0,228,59,1,0
5,4ab85098f964a520db7c20e3,144,59,0,1
6,4b2d26b8f964a5208ecf24e3,391,59,1,0
7,4adbdddff964a520ec2a21e3,380,59,1,0
8,4fa497b2e4b052ea290b8176,383,59,1,0
9,4aaae9fff964a5200b5820e3,252,59,0,1
10,4aaae6a3f964a520ef5720e3,355,59,1,0
11,4aa8042df964a520bd4e20e3,354,59,1,0
12,59e2bb22002f4c4049c0597a,385,59,1,0
13,5498aa74498e0913fadee6bd,375,59,1,0
14,4aad8772f964a520bf6020e3,365,59,1,0
15,4b7872dff964a52023cf2ee3,393,59,1,0
16,4aaef896f964a520d96320e3,227,59,1,0
17,4eeffa739a52cecf4274fe66,256,59,1,0
18,5056550be4b04df235227f2d,266,59,1,0
19,4c3fb2f2da3dc928dc55c6b9,272,59,0,1
20,4dddece71f6e036947383d8a,414,59,1,0
21,516a97dee4b0683f620aba00,342,59,0,1
22,62d0b72f2e52d950b746afb8,348,59,1,0
23,4b9d5fa1f964a520c4a736e3,354,59,1,0
24,4aad549ff964a520bb5f20e3,354,59,1,0
25,4ab439bdf964a520797020e3,389,59,1,0
26,4bca31ca511f95216049afc7,377,59,1,0
27,5529bfc6498e49883b74ecb4,389,59,1,0
28,5457ed84498ec5170a526eaf,389,59,1,0
29,62926dbd93e41f7dda18bec0,389,59,1,0
30,4b46551ef964a520dc1d26e3,392,59,1,0
31,58d6d666fa7ed05be69e9e9b,395,59,1,0
32,4aa7ee16f964a5200e4e20e3,397,59,1,0
33,85db9b84ecb247b73e1c2a52,400,59,1,0
34,a417d1fac7b64299c1abd2dc,420,59,1,0
35,6376ea7276e19a29d3fb45cf,448,59,1,0
36,5765f39a498e6f17d8efe1dd,448,59,1,0
37,63186a481e41a8713a8eacb5,468,59,1,0
38,bce661209d654e8968d7e5c8,329,59,0,1
39,3e527b70ec414722648674b4,356,59,1,0
40,8ef098839c2341bdb689cf22,394,59,1,0
41,68dbe478a9284507ae3c4b71,395,59,1,0
42,8c7b4a079b7c0d54d9997fac,453,59,1,0
0,54c074fa498e4624306b462e,474,60,1,0
1,4aa7dd26f964a520af4d20e3,161,60,1,0
2,4c0ae83aa1b32d7f263a9af0,448,60,1,0
3,5c3b9208646e38002cdb1141,82,60,1,0
4,4aa9ef68f964a520875520e3,148,60,1,0
5,5b1589b412f0a9002ce56250,207,60,1,0
6,4d9a22281829a0931115bc68,242,60,1,0
7,4c34ec1b213c2d7fd250395d,247,60,1,0
8,4eaef86e775bbddde723bc92,259,60,1,0
9,4f4d5357e4b0629e7a5f04e8,316,60,1,0
10,504cf5f319a97da674845308,399,60,0,1
11,4d9faa29ed2437048c5af1ba,402,60,0,1
12,5056550be4b04df235227f2d,417,60,1,0
13,4eeffa739a52cecf4274fe66,430,60,1,0
14,4b99694ef964a5208e7935e3,305,60,1,0
15,94c56299bbc3420f34b0ed2f,492,60,1,0
16,bfd36040a5fa4d40e9cf98c1,494,60,1,0
0,4b1b3a7af964a520dff923e3,237,61,1,0
1,4aa8712bf964a520505120e3,269,61,1,0
2,510b1603e4b0607cda141579,399,61,1,0
3,4b82e001f964a5205aea30e3,161,61,0,1
4,4aaaf960f964a520575820e3,436,61,1,0
5,5646ab13498e460c732920e8,475,61,1,0
6,5bba5b613149b9002c1e480b,408,61,1,0
7,4aa801e0f964a520ab4e20e3,432,61,1,0
8,52c72fe5498edf109f363e18,422,61,1,0
9,4aa815a0f964a520344f20e3,474,61,1,0
10,4aa94666f964a520d65220e3,262,61,1,0
11,4aa805ccf964a520cd4e20e3,415,61,1,0
12,4de93c9ffa76fd1168b57025,393,61,1,0
13,603ececbb80ab26e9db2510c,446,61,1,0
14,4ac6bae0f964a5200eb620e3,305,61,1,0
15,4d1e61fd8629224bb5090287,443,61,1,0
16,4aa7fb50f964a5207b4e20e3,432,61,1,0
17,4bd4fae529eb9c7406c492e1,416,61,1,0
18,4ab8356ff964a5208f7c20e3,344,61,1,0
19,4fff3622e4b046ea2824d0bd,256,61,1,0
20,52f3eb5b498e301b738db83a,498,61,1,0
21,4aa6b883f964a520cd4a20e3,425,61,1,0
22,537bba9a498eb0f688b7d95c,418,61,1,0
23,4aa98b94f964a520305420e3,491,61,1,0
24,58cc471c4e31c532f4cf9011,409,61,1,0
25,4afa294cf964a5201e1722e3,469,61,1,0
26,4f29e4d7e4b02271ae59de77,350,61,1,0
27,4e4a1ea18877bebe8489ec7f,48,61,0,1
28,4b4059c4f964a520d0b725e3,283,61,1,0
29,4e8d19139adf8e728c633a6f,469,61,1,0
30,5d86d1d0f516bc0008f4791b,227,61,1,0
31,56c27e6bcd103c57e982d875,231,61,1,0
32,5bfa1b2689e490002c7ba0a3,238,61,1,0
33,63cd9dff20c0467ff9b12d53,239,61,1,0
34,5a08d320e65d0c20c67525cf,254,61,1,0
35,4ffca342e4b0b429302ad797,288,61,0,1
36,51c690ce498e2ccd0cfd3b5b,331,61,1,0
37,5f45dce816ac651908635457,350,61,1,0
38,53e2f154498e2cf5742b2af7,351,61,1,0
39,4edaf061e300851bfa3d4395,355,61,1,0
40,53ed614a498e415108790ee3,355,61,1,0
41,4dc739e6d22dafda2fd12d1c,369,61,1,0
42,6207289cff890701017e5c2f,371,61,1,0
43,4d772f10fbbc224b61030132,373,61,1,0
44,4d8a8386d85f37041c4800dc,374,61,1,0
45,621be58c1842953d0266091c,395,61,1,0
46,613dfffcfcd9f4263a719c40,405,61,1,0
47,55826656498e334d6162b1f1,407,61,1,0
48,d9fcb06f8e060653c6ba7aef,421,61,1,0
49,d1684c01d04f574f9ffa3ce6,421,61,1,0
0,52c72fe5498edf109f363e18,154,62,1,0
1,4aa9ac4ff964a520cc5420e3,223,62,1,0
2,4aa8712bf964a520505120e3,323,62,1,0
3,5646ab13498e460c732920e8,454,62,1,0
4,4aa815a0f964a520344f20e3,452,62,1,0
5,4b1b3a7af964a520dff923e3,367,62,1,0
6,4aaaf960f964a520575820e3,514,62,1,0
7,4ad687d0f964a520aa0721e3,462,62,1,0
8,4aa94666f964a520d65220e3,329,62,1,0
9,55b2fcbf498e0dc05d4ccbea,442,62,1,0
10,4bd4fae529eb9c7406c492e1,480,62,1,0
11,4b82e001f964a5205aea30e3,477,62,0,1
12,52f3eb5b498e301b738db83a,452,62,1,0
13,4b197914f964a520f8dd23e3,447,62,1,0
14,4fff3622e4b046ea2824d0bd,487,62,1,0
15,58cc471c4e31c532f4cf9011,493,62,1,0
16,4afa294cf964a5201e1722e3,456,62,1,0
17,4d772f10fbbc224b61030132,143,62,1,0
18,522fc0e711d20aee08146af3,170,62,1,0
19,4bde12916198c9b6ede312ff,336,62,1,0
20,4b5537e1f964a52003df27e3,452,62,1,0
21,4e4a1ea18877bebe8489ec7f,305,62,0,1
22,11762eedbaa64cfb59f4c8ec,313,62,1,0
23,5a08d320e65d0c20c67525cf,387,62,1,0
24,5d86d1d0f516bc0008f4791b,415,62,1,0
25,56c27e6bcd103c57e982d875,425,62,1,0
26,56776609498ec86115dc37e9,431,62,1,0
27,8baae0792dda4d2c168a2883,438,62,1,0
28,5b9da7927b385f002c9cca91,446,62,1,0
29,4ffca342e4b0b429302ad797,452,62,0,1
30,6136bbd4c1a9d734187875d2,458,62,1,0
31,5bfa1b2689e490002c7ba0a3,461,62,1,0
32,6413b74dd8e10d46ffc26538,466,62,1,0
33,63cd9dff20c0467ff9b12d53,469,62,1,0
34,59ac511c037be17f2b9b4982,470,62,1,0
35,5d8189ed153d7800081308bd,474,62,1,0
36,57a2aa6d498e39ed4c1de8f7,477,62,1,0
37,5dc3a5b81aba88000779a67a,482,62,1,0
38,4d8a8386d85f37041c4800dc,492,62,1,0
0,4b7c2ccaf964a5201a822fe3,438,63,1,0
1,50648a27e4b06a6416704ae0,413,63,1,0
2,57951723498e1e1d10b665a7,460,63,1,0
3,4f68d5dee4b0bb1b18b8af39,152,63,1,0
4,4aa734e0f964a520454c20e3,459,63,1,0
5,55af01e7498ef6fadceecda9,433,63,1,0
6,4b730a25f964a52086972de3,432,63,1,0
7,53097c8f498e40795669ec55,375,63,1,0
8,5840e86d44689a5eabddf770,476,63,1,0
9,55fb90f8498ed7002a9bef35,382,63,1,0
10,5318e1de498ef71ebc7c9ad7,400,63,1,0
11,4aae967bf964a520836220e3,434,63,1,0
12,4c366f9c52dfef3bdec2ee70,200,63,0,1
13,58f27d37780eee43498e1a60,295,63,1,0
14,53373f41498e40dea3b0f1d7,240,63,1,0
15,55f70486498e2feb3361838b,178,63,1,0
16,4ae4b64cf964a520599d21e3,206,63,1,0
17,594ece06bed48303eb8fa4c0,200,63,1,0
18,4b4a2eaaf964a520af7d26e3,20,63,1,0
19,5bbd204b1c0b34002c24ce61,129,63,1,0
20,4cf5782664e3721ec8c51bc8,136,63,1,0
21,4008250713f74d3777415efb,152,63,1,0
22,51c9fe7f498e1e088e856f26,170,63,1,0
23,4fa48deee4b0dd0f11fbedd5,176,63,0,1
24,4aabe94cf964a520e05a20e3,203,63,1,0
25,604436624d99715e32623af8,226,63,1,0
26,5914da77a0215b48252c9810,233,63,1,0
27,a253a6b8c49576dd0bf7000a,235,63,1,0
28,63583fb6aa8cbb4e1b9e9ca0,246,63,1,0
29,55a925ee498e73edd741a09e,265,63,1,0
30,624f7ff7009c5a1c6bd60034,270,63,1,0
31,58b9cc2098f8aa61d32a4b46,285,63,1,0
32,7b9ee2b4bd3e4441bbcfd196,285,63,1,0
33,57c5dd33498ec330b9a97bf2,285,63,1,0
34,27221977fc69462a4ec6cd1e,303,63,1,0
35,4aaac648f964a5205b5720e3,335,63,1,0
36,9420b53a5d0d465081e1da18,329,63,1,0
37,4b425a9af964a52035d225e3,193,63,1,0
38,51465c4ce4b0c11f82f3f868,350,63,0,1
39,6faa32313b6945515f9f7be0,354,63,1,0
40,5086ecd3e4b023c5e2be666e,374,63,1,0
41,60ce3fdc2678d47abfa264a8,394,63,1,0
42,4fe7680be4b0b3b973e7e075,396,63,0,1
43,5d1643042535920023b4b713,413,63,1,0
44,4d841fb9e83fa143e0275da1,413,63,1,0
45,576c858b498e96ab7c66f9a3,425,63,1,0
46,61cf7919e816b708fd4a6e61,426,63,1,0
47,4b83f97bf964a520281931e3,443,63,1,0
48,65811b48445f4a574117d185,456,63,1,0
49,5c2d000b6dcf04002cdd01a5,466,63,1,0
0,4c35136fed37a593e0027003,50,64,1,0
0,4dfe52e6b0fb709b61e36ce6,285,65,1,0
1,4b525ee5f964a520e17927e3,352,65,1,0
2,4ab6cfe7f964a520267920e3,289,65,1,0
3,4aa838eaf964a520315020e3,286,65,1,0
4,4f73c020e4b0ab2907d5a86f,289,65,1,0
5,5463d301498eda544d08023c,392,65,1,0
6,5bb2874235811b00398ffc2b,305,65,1,0
7,4ad25114f964a520e0e020e3,439,65,1,0
8,4ad14e1ff964a520f5dd20e3,295,65,1,0
9,4ab3fcedf964a520686f20e3,352,65,1,0
10,4bd5e1a06f6495218be06fec,293,65,1,0
11,515b874de4b03cdead301bce,473,65,1,0
12,4aa9623af964a520655320e3,342,65,1,0
13,5060a443e4b0be43501ee278,340,65,1,0
14,4aa80372f964a520b84e20e3,359,65,1,0
15,4bd9b9402e6f0f47a2aa0b08,377,65,1,0
16,4aab286ef964a520255920e3,296,65,1,0
17,4aa81dcdf964a5206a4f20e3,453,65,1,0
18,4f87293fe4b0c71a6fafa7f2,497,65,1,0
19,50d3bc57e4b0d7eea1686f24,312,65,1,0
20,5a10b8a16dcf0435cc454214,329,65,1,0
21,53b74121498ebfb1ade5b1cd,294,65,1,0
22,4ab15459f964a520096920e3,392,65,1,0
23,4b246cdcf964a520626724e3,259,65,1,0
24,4abd7e1df964a520a58a20e3,422,65,1,0
25,4dec007c18386283a40df77c,110,65,1,0
26,4cec2144f350b1f7d7c4bb63,241,65,0,1
27,4b0de7daf964a520695223e3,272,65,1,0
28,6379966dc41ce6239554cbce,291,65,1,0
29,5dc880748b13820007bc8d5a,294,65,1,0
30,5adec8ef3b4e0033e234463a,294,65,1,0
31,5b5b7a8e8c35dc002cfcc1c9,294,65,1,0
32,5f6b9b107dee8d38fe825dd0,301,65,1,0
33,4c6d92bda437224b30762db1,301,65,1,0
34,5c355fd8c9f907002cd49416,303,65,1,0
35,6441f1f247f7a807daabbb7c,317,65,1,0
36,6441f23a47f7a807daacd134,317,65,1,0
37,5cf08a740e3239002b98435d,319,65,1,0
38,3951572017e14dd402ac844e,348,65,1,0
